"","999
068","1","***","","","","","","","","","",".",".","",".",".",".",".","."
"","999
070","1","***","","","","","","","","","",".",".","",".",".",".",".","."
"","999
074","2","***","","","","","","","","","",".",".","",".",".",".",".","."
"Reading and Research","Course Total","12","4.000","75.0",".",".",".",".",".",".","25.0",".",".","",".",".",".",".",".","."
"ANTHRO
156","Dept. Total","1927","3.109","25.3","20.7","22.7","9.9","13.5","1.7","1.2","3.9","0.1",".","",".","0.6","0.2","0.1","0.2","."
"Summary by Level","","#","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","","P","I","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","","",""
"156
ANTHRO","","","","","","","","","","","","","","","","","","","",""
"Freshmen","","363","2.859","14.0","17.9","29.5","13.5","20.9","1.4","2.2","0.3",".",".","",".",".",".","0.3",".","."
"Sophomore","","528","3.030","19.1","22.5","28.0","10.6","15.9","1.5","1.1","0.8",".",".","",".",".","0.2","0.2",".","."
"Junior","","419","3.154","28.2","22.4","21.2","12.2","11.7","2.4","0.7","1.2",".",".","",".",".",".",".",".","."
"Senior","","450","3.202","32.2","20.9","18.2","7.8","11.3","2.0","1.6","5.3","0.2",".","",".",".",".",".","0.4","."
"Undergraduates","","1760","3.067","23.6","21.1","24.2","10.9","14.8","1.8","1.4","1.9","0.1",".","",".",".","0.1","0.1","0.1","."
"Special","","10","4.000","90.0",".",".",".",".",".",".",".",".",".","",".",".",".",".","10.0","."
"Graduate","","157","3.758","40.1","17.2","7.0",".",".",".",".","26.8",".",".","",".","7.0","1.9",".",".","."
"","Dept. Total","1927","3.109","25.3","20.7","22.7","9.9","13.5","1.7","1.2","3.9","0.1",".","",".","0.6","0.2","0.1","0.2","."
