"","999
059","","2","***","","","","","","","","","","","","","","",".",".","",".","",".",".",".","."
"","999
061","","2","***","","","","","","","","","","","","","","",".",".","",".","",".",".",".","."
"","999
070","","1","***","","","","","","","","","","","","","","",".",".","",".","",".",".",".","."
"Adv Independent Reading","Course Total","","5","***","","","","","","","","","","","","","","","","","","","","","","",""
"ART ED
176","Dept. Total","","86","3.930","87.2","7.0","4.7",".","",".","",".","",".","",".","",".",".","",".","",".","1.2",".",".","."
"Summary by Level","","#","","Ave","A","AB","B","BC","C","","D","","F","","S","","U","","CR","N","","P","","I","NW","NR","Other"
"","","Grades","","GPA","","","","","","","","","","","","","","","","","","","","","","",""
"176
ART ED","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Senior","","","57","3.943","89.5","7.0","3.5",".","",".","",".","",".","",".","",".",".","",".","",".",".",".",".","."
"Undergraduates","","","57","3.943","89.5","7.0","3.5",".","",".","",".","",".","",".","",".",".","",".","",".",".",".",".","."
"Special","","","9","3.818","77.8",".","22.2",".","",".","",".","",".","",".","",".",".","",".","",".",".",".",".","."
"Graduate","","","20","3.938","85.0","10.0",".",".","",".","",".","",".","",".","",".",".","",".","",".","5.0",".",".","."
"","Dept. Total","","86","3.930","87.2","7.0","4.7",".","",".","",".","",".","",".","",".",".","",".","",".","1.2",".",".","."
