"","990
097","6","",".",".",".",".",".",".",".","100.0",".",".",".",".",".",".",".","."
"","990
098","2","***","","","","","","","","","",".",".",".",".",".",".","."
"","990
099","2","***","","","","","","","","","",".",".",".",".",".",".","."
"Research","Course Total","99","",".",".",".",".",".",".",".","96.0",".",".",".","4.0",".",".",".","."
"PHYSICS
754","Dept. Total","2746","2.959","21.1","19.0","22.1","15.5","13.4","3.3","1.2","3.7",".",".",".","0.1","0.1","0.3",".","."
"Summary by Level","","#","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","P","I","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","",""
"754
PHYSICS","","","","","","","","","","","","","","","","","","",""
"Freshmen","","257","2.876","16.3","22.6","22.2","20.6","13.6","1.9","2.7",".",".",".",".",".",".",".",".","."
"Sophomore","","732","2.969","19.4","19.3","26.0","18.4","13.4","2.3","1.1",".",".",".",".",".","0.1",".",".","."
"Junior","","805","2.881","18.6","19.6","20.6","18.4","17.0","4.2","1.1",".",".",".",".",".","0.1","0.2",".","."
"Senior","","637","2.945","22.3","19.8","24.0","13.0","14.1","4.9","1.3",".",".",".",".",".",".","0.6",".","."
"Undergraduates","","2431","2.924","19.6","19.9","23.3","17.2","14.8","3.6","1.3",".",".",".",".",".","0.1","0.2",".","."
"Special","","28","3.121","32.1","14.3","25.0","3.6","21.4",".",".",".",".",".",".",".",".","3.6",".","."
"Graduate","","289","3.561","33.2","12.5","11.8","2.4","1.0","1.0",".","35.6",".",".",".","1.4","0.3","0.7",".","."
"","Dept. Total","2748","2.959","21.1","19.0","22.1","15.5","13.4","3.3","1.2","3.7",".",".",".","0.1","0.1","0.3",".","."
