"","999
015","2","***","","","","","","","","","","",".",".","",".",".",".",".","."
"","999
051","1","***","","","","","","","","","","",".",".","",".",".",".",".","."
"","999
053","2","***","","","","","","","","","","",".",".","",".",".",".",".","."
"Advanced Independent Study","Course Total","5","***","","","","","","","","","","","","","","","","","",""
"I SY E
490","Dept. Total","992","3.570","51.3","22.3","12.9","3.3","1.4","0.5","0.9","5.4","",".","0.6","",".","0.5","0.3","0.5",".","."
"Summary by Level","","#","Ave","A","AB","B","BC","C","D","F","S","U","","CR","N","","P","I","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","","","",""
"490
I SY E","","","","","","","","","","","","","","","","","","","","",""
"Freshmen","","18","3.861","72.2","27.8",".",".",".",".",".",".","",".",".","",".",".",".",".",".","."
"Sophomore","","44","3.380","65.9","18.2","2.3","4.5","4.5","2.3","2.3",".","",".",".","",".",".",".",".",".","."
"Junior","","165","3.375","44.8","22.4","19.4","6.1","3.0","0.6","1.8",".","",".",".","",".",".",".","1.8",".","."
"Senior","","437","3.505","44.6","29.5","18.3","4.6","1.4","0.5","0.7","0.2","",".",".","",".",".",".","0.2",".","."
"Undergraduates","","664","3.471","46.8","27.0","17.0","4.8","2.0","0.6","1.1","0.2","",".",".","",".",".",".","0.6",".","."
"Special","","13","3.426","61.5","15.4",".","7.7",".",".","7.7","7.7","",".",".","",".",".",".",".",".","."
"Graduate","","315","3.823","60.3","12.7","4.8",".","0.3","0.3","0.3","16.5","",".","1.9","",".","1.6","1.0","0.3",".","."
"","Dept. Total","992","3.570","51.3","22.3","12.9","3.3","1.4","0.5","0.9","5.4","",".","0.6","",".","0.5","0.3","0.5",".","."
