"","","","","","","","(Non-Cross Listed)","","","","","","","","","","","",""
"L&S","","","","","","","","","","","","","","","","","","",""
"L&S","College Total","84324","3.191","33.2","20.2","20.8","8.7","8.5","2.3","1.3","3.2","0.0","0.8","0.0","0.4","0.2","0.2","0.1","0.0"
"Summary by College/School","","#","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","P","I","NW","NR","Other"
"L&S","","Grades","GPA","","","","","","","","","","","","","","","",""
"Freshmen","","10747","2.965","23.6","19.9","24.3","11.0","13.5","3.7","2.2","0.0",".","1.2","0.0",".","0.0","0.2","0.1","0.1"
"Sophomore","","21462","3.123","28.7","21.5","23.7","10.3","10.6","2.6","1.3","0.2","0.0","0.8",".",".","0.0","0.1","0.0","0.0"
"Junior","","19351","3.161","30.8","21.7","23.4","9.9","9.1","2.4","1.4","0.6","0.0","0.4","0.0","0.0","0.1","0.2","0.0","0.0"
"Senior","","22237","3.236","35.5","20.7","21.0","8.7","7.3","2.1","1.3","2.5","0.0","0.3",".","0.0","0.1","0.2","0.1","0.0"
"Undergraduates","","73797","3.141","30.6","21.1","22.9","9.8","9.6","2.6","1.5","1.0","0.0","0.6","0.0","0.0","0.1","0.2","0.1","0.0"
"Special","","1071","3.443","39.8","13.9","9.7","4.0","3.2","1.7","0.9","15.2","0.2","4.4","0.1",".","0.6","1.4","4.9","0.1"
"Graduate","","9549","3.774","53.1","13.8","6.0","0.8","0.3","0.1","0.1","19.1","0.1","2.0","0.0","3.3","0.7","0.1","0.3","0.1"
"Prof Yr 1","","13","2.924","30.8","15.4","15.4","7.7","7.7",".","7.7",".","15.4",".",".",".",".",".",".","."
"Prof Yr 2","","20","3.754","60.0","20.0","10.0",".",".",".",".","10.0",".",".",".",".",".",".",".","."
"Prof Yr 3","","44","3.748","70.5","11.4","4.5","6.8","2.3",".",".","4.5",".",".",".",".",".",".",".","."
"Prof Yr 4","","2","#Num!","50.0",".",".",".",".",".",".","50.0",".",".",".",".",".",".",".","."
"Professionals","","79","3.627","60.8","13.9","7.6","5.1","2.5",".","1.3","6.3","2.5",".",".",".",".",".",".","."
"","College Total","84496","3.191","33.3","20.2","20.8","8.7","8.5","2.3","1.3","3.2","0.0","0.8","0.0","0.4","0.2","0.2","0.1","0.0"
