"","990
101","3","***","","","","","","","","","",".",".",".",".","",".",".","."
"","990
102","4","***","","","","","","","","","",".",".",".",".","",".",".","."
"","990
103","4","***","","","","","","","","","",".",".",".",".","",".",".","."
"Research","Course Total","72","",".",".",".",".",".",".",".","94.4",".",".",".","5.6","",".",".",".","."
"GENETICS
412","Dept. Total","553","3.136","32.7","11.9","19.7","10.3","6.9","2.7","1.8","12.5",".",".",".","0.9","",".",".","0.5","."
"Summary by Level","","#","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","P","I","","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","","",""
"412
GENETICS","","","","","","","","","","","","","","","","","","","",""
"Freshmen","","25","2.673","32.0","20.0","24.0","4.0","4.0","12.0","4.0",".",".",".",".",".","",".",".",".","."
"Sophomore","","72","3.458","61.1","12.5","13.9","4.2","5.6",".","2.8",".",".",".",".",".","",".",".",".","."
"Junior","","131","3.015","34.4","9.2","23.7","15.3","11.5","3.8","2.3",".",".",".",".",".","",".",".",".","."
"Senior","","199","3.109","33.2","12.1","25.6","15.1","7.5","3.5","2.0",".",".",".",".","0.5","",".",".","0.5","."
"Undergraduates","","427","3.111","38.2","11.7","23.0","12.6","8.2","3.5","2.3",".",".",".",".","0.2","",".",".","0.2","."
"Special","","9","3.375","44.4",".","22.2","22.2",".",".",".","11.1",".",".",".",".","",".",".",".","."
"Graduate","","116","3.423","12.1","13.8","7.8",".","2.6",".",".","58.6",".",".",".","3.4","",".",".","1.7","."
"Prof Yr 3","","1","2.500",".",".",".","100.0",".",".",".",".",".",".",".",".","",".",".",".","."
"Professionals","","1","2.500",".",".",".","100.0",".",".",".",".",".",".",".",".","",".",".",".","."
"","Dept. Total","553","3.136","32.7","11.9","19.7","10.3","6.9","2.7","1.8","12.5",".",".",".","0.9","",".",".","0.5","."
