"","999
010","1","***","","","","","","","","","","",".",".","",".",".",".",".","."
"","999
017","1","***","","","","","","","","","","",".",".","",".",".",".",".","."
"","999
027","7","4.000","85.7",".",".",".",".",".",".",".",".","",".",".","",".","14.3",".",".","."
"Independent Reading","Course Total","12","4.000","91.7",".",".",".",".",".",".",".","",".",".","",".",".","8.3",".",".","."
"COUN PSY
270","Dept. Total","513","3.913","72.9","7.2","1.8","0.2","0.2","0.2","0.2","6.8","",".","5.5","",".","3.1","0.6","0.6",".","0.6"
"Summary by Level","","#","Ave","A","AB","B","BC","C","D","F","S","U","","CR","N","","P","I","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","","","",""
"270
COUN PSY","","","","","","","","","","","","","","","","","","","","",""
"Freshmen","","43","3.859","81.4",".","4.7","2.3","2.3",".",".",".","",".",".","",".",".",".","4.7",".","4.7"
"Sophomore","","69","3.891","87.0","4.3","4.3",".",".","1.4",".",".","",".",".","",".",".",".","1.4",".","1.4"
"Junior","","53","3.954","90.6","7.5","1.9",".",".",".",".",".","",".",".","",".",".",".",".",".","."
"Senior","","127","3.847","78.7","19.7","0.8",".",".",".","0.8",".","",".",".","",".",".",".",".",".","."
"Undergraduates","","292","3.871","83.2","11.0","2.4","0.3","0.3","0.3","0.3",".","",".",".","",".",".",".","1.0",".","1.0"
"Special","","6","3.700","66.7","33.3",".",".",".",".",".",".","",".",".","",".",".",".",".",".","."
"Graduate","","214","3.977","59.3","1.4","0.5",".",".",".",".","16.4","",".","13.1","",".","7.5","1.4",".",".","."
"Prof Yr 2","","1","3.000",".",".","100.0",".",".",".",".",".","",".",".","",".",".",".",".",".","."
"Professionals","","1","3.000",".",".","100.0",".",".",".",".",".","",".",".","",".",".",".",".",".","."
"","Dept. Total","513","3.913","72.9","7.2","1.8","0.2","0.2","0.2","0.2","6.8","",".","5.5","",".","3.1","0.6","0.6",".","0.6"
