"ART DEPARTMENT","Section","#","","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","P","I","NW","NR","Other"
"","","Grades","","GPA","","","","","","","","","","","","","","","",""
"168
ART","","","","","","","","","","","","","","","","","","","",""
"826
Grad Intaglio Printmakng II","001","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"836
Grad Graphics Workshop II","001","","5","***","","","","","","","","","",".",".",".",".",".",".","."
"908","001","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"908","003","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"908","004","","11","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"908","005","","8","3.750","62.5","25.0","12.5",".",".",".",".",".",".",".",".",".",".",".",".","."
"908","006","","16","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"908","007","","4","***","","","","","","","","","",".",".",".",".",".",".","."
"908","008","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"Seminar-Art","Course Total","","45","3.922","88.9","6.7","4.4",".",".",".",".",".",".",".",".",".",".",".",".","."
"912","010","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"912","058","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"Adv Research-Drawing","Course Total","","4","***","","","","","","","","","","","","","","","",""
"914","009","","3","***","","","","","","","","","",".",".",".",".",".",".","."
"914","058","","5","***","","","","","","","","","",".",".",".",".",".",".","."
"914","077","","3","***","","","","","","","","","",".",".",".",".",".",".","."
"Advanced Research-Sculpture","Course Total","","11","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"922","005","","13","4.000","92.3",".",".",".",".",".",".",".",".",".",".",".","7.7",".",".","."
"922","010","","10","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"922","021","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"922","024","","14","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"922","045","","3","***","","","","","","","","","",".",".",".",".",".",".","."
"922","058","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"922","080","","8","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"922","090","","5","***","","","","","","","","","",".",".",".",".",".",".","."
"Advanced Research-Painting","Course Total","","57","3.990","96.5","1.8",".",".",".",".",".",".",".",".",".",".","1.8",".",".","."
"924
Advanced Research-Ceramics","003","","3","***","","","","","","","","","",".",".",".",".",".",".","."
"944","008","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"944","031","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"Adv Research-Art Metal","Course Total","","2","***","","","","","","","","","","","","","","","",""
"996","002","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"996","006","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"996","012","","6","3.912","83.3","16.7",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"996","058","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"996","067","","7","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"996","069","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"996","071","","12","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"Advanced Research-Graphics","Course Total","","31","3.981","96.8","3.2",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"999","002","","4","***","","","","","","","","","",".",".",".",".",".",".","."
"999","003","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"999","005","","7","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"999","006","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"999","008","","4","***","","","","","","","","","",".",".",".",".",".",".","."
"999","009","","13","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"999","010","","19","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"April 01, 2013","","","","","","","","","","","","","","","","","","","","Page 75 of 397"
