"","967
005","1","***","","","","","","","","","","","","","",".",".","",".","",".","",".",".","."
"","967
006","1","***","","","","","","","","","","","","","",".",".","",".","",".","",".",".","."
"","967
007","1","***","","","","","","","","","","","","","",".",".","",".","",".","",".",".","."
"Urology Clerkship-CSC","Course Total","4","***","","","","","","","","","","","","","","","","","","","","","","",""
"SURGERY
936","Dept. Total","172","3.498","36.6","30.2","16.9","2.9","",".","",".","",".","8.1","",".",".","",".","",".","",".",".",".","5.2"
"Summary by Level","","#","Ave","A","AB","B","BC","C","","D","","F","","S","U","","CR","N","","P","","I","","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","","","","","","","","",""
"936
SURGERY","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Sophomore","","1","4.000","100.0",".",".",".","",".","",".","",".",".","",".",".","",".","",".","",".",".",".","."
"Senior","","2","4.000","100.0",".",".",".","",".","",".","",".",".","",".",".","",".","",".","",".",".",".","."
"Undergraduates","","3","4.000","100.0",".",".",".","",".","",".","",".",".","",".",".","",".","",".","",".",".",".","."
"Special","","9","",".",".",".",".","",".","",".","",".",".","",".",".","",".","",".","",".",".",".","100.0"
"Prof Yr 1","","2","3.750","50.0","50.0",".",".","",".","",".","",".",".","",".",".","",".","",".","",".",".",".","."
"Prof Yr 3","","64","3.385","29.7","31.3","31.3","7.8","",".","",".","",".",".","",".",".","",".","",".","",".",".",".","."
"Prof Yr 4","","94","3.700","42.6","33.0","9.6",".","",".","",".","",".","14.9","",".",".","",".","",".","",".",".",".","."
"Professionals","","160","3.492","37.5","32.5","18.1","3.1","",".","",".","",".","8.8","",".",".","",".","",".","",".",".",".","."
"","Dept. Total","172","3.498","36.6","30.2","16.9","2.9","",".","",".","",".","8.1","",".",".","",".","",".","",".",".",".","5.2"
