"World Hunger & Malnutrition","350
001","","2","***","","","","","","","","","","","","","","",".",".",".","",".","",".",".","."
"","375
001","","8","4.000","100.0",".",".",".","",".",".","",".","",".","",".","",".",".",".","",".","",".",".","."
"","375
002","","9","4.000","100.0",".",".",".","",".",".","",".","",".","",".","",".",".",".","",".","",".",".","."
"Special Topics","Course Total","","17","4.000","100.0",".",".",".","",".","",".","",".","",".","",".",".",".","",".","",".",".",".","."
"INTER-AG
494","Dept. Total","","44","3.827","40.9","2.3","2.3",".","",".","",".","",".","",".","",".","52.3","2.3","",".","",".",".",".","."
"Summary by Level","","#","","Ave","A","AB","B","BC","C","","D","","F","","S","","U","","CR","N","P","","I","","NW","NR","Other"
"","","Grades","","GPA","","","","","","","","","","","","","","","","","","","","","","",""
"494
INTER-AG","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Freshmen","","","6","4.000","50.0",".",".",".","",".","",".","",".","",".","",".","50.0",".","",".","",".",".",".","."
"Sophomore","","","30","3.735","30.0","3.3","3.3",".","",".","",".","",".","",".","",".","60.0","3.3","",".","",".",".",".","."
"Junior","","","5","4.000","60.0",".",".",".","",".","",".","",".","",".","",".","40.0",".","",".","",".",".",".","."
"Senior","","","2","4.000","100.0",".",".",".","",".","",".","",".","",".","",".",".",".","",".","",".",".",".","."
"Undergraduates","","","43","3.820","39.5","2.3","2.3",".","",".","",".","",".","",".","",".","53.5","2.3","",".","",".",".",".","."
"Graduate","","","1","4.000","100.0",".",".",".","",".","",".","",".","",".","",".",".",".","",".","",".",".",".","."
"","Dept. Total","","44","3.827","40.9","2.3","2.3",".","",".","",".","",".","",".","",".","52.3","2.3","",".","",".",".",".","."
