"","990
033","2","***","","","","","","","","","",".",".",".",".",".",".","."
"","990
034","5","***","","","","","","","","","",".",".",".",".",".",".","."
"","990
038","4","***","","","","","","","","","",".",".",".",".",".",".","."
"Thesis","Course Total","30","",".",".",".",".",".",".",".","76.7",".",".",".","23.3",".",".",".","."
"SPANISH
912","Dept. Total","2715","3.211","32.2","20.6","25.5","7.2","9.0","1.4","1.3","2.1","0.1",".",".","0.3","0.1","0.1","0.0","0.1"
"Summary by Level","","#","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","P","I","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","",""
"912
SPANISH","","","","","","","","","","","","","","","","","","",""
"Freshmen","","368","3.156","25.3","22.6","33.4","6.5","9.0","0.8","2.2",".",".",".",".",".",".","0.3",".","."
"Sophomore","","857","3.183","29.1","21.2","30.0","7.6","9.2","0.9","1.5","0.4",".",".",".",".",".",".",".","0.1"
"Junior","","627","3.178","30.9","20.7","26.8","7.2","10.0","1.6","1.1","1.6",".",".",".",".",".",".",".","."
"Senior","","668","3.212","37.6","18.0","18.7","8.8","10.2","2.2","0.9","2.5","0.3",".",".",".","0.1","0.4",".","0.1"
"Undergraduates","","2520","3.184","31.2","20.4","26.7","7.7","9.6","1.4","1.3","1.2","0.1",".",".",".","0.0","0.2",".","0.1"
"Special","","31","3.642","51.6","32.3","6.5",".",".","3.2",".","3.2","3.2",".",".",".",".",".",".","."
"Graduate","","153","3.686","43.1","20.9","10.5","2.0",".",".",".","17.0",".",".",".","5.2","0.7",".","0.7","."
"Prof Yr 2","","4","3.333",".","50.0","25.0",".",".",".",".","25.0",".",".",".",".",".",".",".","."
"Prof Yr 3","","7","3.940","85.7","14.3",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"Professionals","","11","3.743","54.5","27.3","9.1",".",".",".",".","9.1",".",".",".",".",".",".",".","."
"","Dept. Total","2715","3.211","32.2","20.6","25.5","7.2","9.0","1.4","1.3","2.1","0.1",".",".","0.3","0.1","0.1","0.0","0.1"
