"LAW","Section","#","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","P","I","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","",""
"528
LAW","","","","","","","","","","","","","","","","","","",""
"Taxatn:Bus & Persnl Planng","329
001","5","***","","","","","","","","","",".",".",".",".",".",".","."
"Legal Writing-Foreign Stdts","603
001","11","3.545","45.5","18.2","36.4",".",".",".",".",".",".",".",".",".",".",".",".","."
"Sociology of Law","641
001","1","***","","","","","","","","","",".",".",".",".",".",".","."
"","713
001","30","3.683","43.3","50.0","6.7",".",".",".",".",".",".",".",".",".",".",".",".","."
"","713
002","22","3.568","36.4","40.9","22.7",".",".",".",".",".",".",".",".",".",".",".",".","."
"Legal Process","Course Total","52","3.635","40.4","46.2","13.5",".",".",".",".",".",".",".",".",".",".",".",".","."
"","001
721","70","3.407","32.9","15.7","51.4",".",".",".",".",".",".",".",".",".",".",".",".","."
"","721
002","11","3.500","45.5",".","18.2",".","9.1",".",".","27.3",".",".",".",".",".",".",".","."
"Contracts II","Course Total","81","3.417","34.6","13.6","46.9",".","1.2",".",".","3.7",".",".",".",".",".",".",".","."
"","723
001","15","3.333","20.0","26.7","53.3",".",".",".",".",".",".",".",".",".",".",".",".","."
"","723
002","12","3.333","25.0","16.7","58.3",".",".",".",".",".",".",".",".",".",".",".",".","."
"","723
003","12","3.292","25.0","16.7","50.0","8.3",".",".",".",".",".",".",".",".",".",".",".","."
"","723
004","12","3.636","41.7","33.3","16.7",".",".",".",".",".",".",".",".",".",".",".",".","8.3"
"","723
005","15","3.033",".","13.3","80.0","6.7",".",".",".",".",".",".",".",".",".",".",".","."
"","723
006","15","3.267","20.0","20.0","53.3","6.7",".",".",".",".",".",".",".",".",".",".",".","."
"","723
007","15","3.400","26.7","33.3","33.3","6.7",".",".",".",".",".",".",".",".",".",".",".","."
"","723
008","15","3.500","20.0","60.0","20.0",".",".",".",".",".",".",".",".",".",".",".",".","."
"","723
009","12","3.333","16.7","33.3","50.0",".",".",".",".",".",".",".",".",".",".",".",".","."
"","723
010","16","3.094","12.5","12.5","56.3","18.8",".",".",".",".",".",".",".",".",".",".",".","."
"","011
723","15","3.533","33.3","40.0","26.7",".",".",".",".",".",".",".",".",".",".",".",".","."
"","723
012","15","3.067","26.7","13.3","26.7","26.7",".","6.7",".",".",".",".",".",".",".",".",".","."
"","723
013","16","3.375","18.8","43.8","31.3","6.3",".",".",".",".",".",".",".",".",".",".",".","."
"","723
014","13","3.423","23.1","38.5","38.5",".",".",".",".",".",".",".",".",".",".",".",".","."
"","723
015","13","3.346","23.1","30.8","38.5","7.7",".",".",".",".",".",".",".",".",".",".",".","."
"","723
016","16","3.469","25.0","50.0","18.8","6.3",".",".",".",".",".",".",".",".",".",".",".","."
"","723
017","15","3.367","20.0","40.0","33.3","6.7",".",".",".",".",".",".",".",".",".",".",".","."
"","723
018","10","3.450","40.0","10.0","50.0",".",".",".",".",".",".",".",".",".",".",".",".","."
"","723
019","14","3.286","7.1","42.9","50.0",".",".",".",".",".",".",".",".",".",".",".",".","."
"","723
020","15","3.200","6.7","33.3","53.3","6.7",".",".",".",".",".",".",".",".",".",".",".","."
"","723
021","11","3.545","45.5","18.2","36.4",".",".",".",".",".",".",".",".",".",".",".",".","."
"Legal Research and Writing","Course Total","292","3.338","21.9","30.5","41.4","5.5",".","0.3",".",".",".",".",".",".",".",".",".","0.3"
"","724
001","108","3.532","36.1","34.3","29.6",".",".",".",".",".",".",".",".",".",".",".",".","."
"","724
002","98","3.469","39.8","18.4","38.8","2.0","1.0",".",".",".",".",".",".",".",".",".",".","."
"","724
003","88","3.500","38.6","26.1","30.7","2.3","1.1",".",".",".",".",".",".",".",".",".",".","1.1"
"Property","Course Total","294","3.502","38.1","26.5","33.0","1.4","0.7",".",".",".",".",".",".",".",".",".",".","0.3"
"","725
001","70","3.507","41.4","21.4","31.4","4.3",".",".",".",".",".",".",".",".",".",".",".","1.4"
"","002
725","49","3.602","46.9","28.6","22.4","2.0",".",".",".",".",".",".",".",".",".",".",".","."
"","003
725","75","3.560","45.3","25.3","26.7","1.3","1.3",".",".",".",".",".",".",".",".",".",".","."
"","004
725","48","3.458","29.2","33.3","37.5",".",".",".",".",".",".",".",".",".",".",".",".","."
"","725
005","59","3.364","30.5","18.6","47.5",".","3.4",".",".",".",".",".",".",".",".",".",".","."
"Intro to Criminal Procedure","Course Total","301","3.500","39.2","24.9","32.9","1.7","1.0",".",".",".",".",".",".",".",".",".",".","0.3"
"","001
731","84","3.476","39.3","20.2","34.5","4.8",".",".",".",".",".",".",".",".",".",".",".","1.2"
"","731
002","20","3.975","95.0","5.0",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","731
003","40","3.654","32.5","20.0","12.5",".",".",".",".","35.0",".",".",".",".",".",".",".","."
"Constitutional Law I","Course Total","144","3.589","45.1","18.1","23.6","2.8",".",".",".","9.7",".",".",".",".",".",".",".","0.7"
