"","","","","","","","(Non-Cross Listed)","","","","","","","","","","","","","","","","",""
"L&S","","","","","","","","","","","","","","","","","","","","","","","",""
"JEWISH STUDIES","Section","#","Ave","A","AB","B","BC","C","D","","F","S","U","","CR","N","","P","","I","","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","","","","","","",""
"510
JEWISH","","","","","","","","","","","","","","","","","","","","","","","",""
"Yiddish Lit/Trans-US,1900-1950","279
001","36","3.588","30.6","50.0","13.9",".",".",".","",".","5.6",".","",".",".","",".","",".","",".",".","."
"Intro to Hebrew Literature","302
001","2","***","","","","","","","","","","","",".",".","",".","",".","",".",".","."
"Classical Rabbinic Lit in Tran","328
001","6","3.917","83.3","16.7",".",".",".",".","",".",".",".","",".",".","",".","",".","",".",".","."
"Prophets of the Bible","332
001","31","3.550","29.0","51.6","12.9","3.2",".",".","",".","3.2",".","",".",".","",".","",".","",".",".","."
"Zionism:Thought, Cultr, Lit","356
001","34","3.647","67.6","5.9","20.6",".","5.9",".","",".",".",".","",".",".","",".","",".","",".",".","."
"","371
001","17","3.765","52.9","47.1",".",".",".",".","",".",".",".","",".",".","",".","",".","",".",".","."
"","371
002","9","3.111","55.6",".","22.2",".","11.1",".","","11.1",".",".","",".",".","",".","",".","",".",".","."
"Topics-Jewish Civilization","Course Total","26","3.538","53.8","30.8","7.7",".","3.8","",".","3.8",".","",".",".","",".","",".","",".",".",".","."
"Jewish Cultural History","377
001","57","3.614","49.1","36.8","10.5","1.8",".",".","","1.8",".",".","",".",".","",".","",".","",".",".","."
"Survey of Modern Hebrew Lit","402
001","4","***","","","","","","","","","","","",".",".","",".","",".","",".",".","."
"E Europe Jews in US,1880-1930s","416
001","16","3.538","31.3","37.5","6.3",".","6.3",".","",".","18.8",".","",".",".","",".","",".","",".",".","."
"","490
001","2","***","","","","","","","","","","","",".",".","",".","",".","",".",".","."
"","490
002","35","3.303","11.4","37.1","42.9","2.9",".",".","",".","5.7",".","",".",".","",".","",".","",".",".","."
"","003
490","18","3.333","22.2","38.9","27.8","5.6","5.6",".","",".",".",".","",".",".","",".","",".","",".",".","."
"","490
004","3","***","","","","","","","","","","","",".",".","",".","",".","",".",".","."
"","490
006","26","3.520","38.5","23.1","34.6",".",".",".","",".","3.8",".","",".",".","",".","",".","",".",".","."
"Topics in Jewish Studies","Course Total","84","3.383","23.8","32.1","35.7","3.6","1.2","",".",".","3.6","",".",".","",".","",".","",".",".",".","."
"Germn-Jewsh Cltr Since 18c","510
001","12","3.750","66.7","8.3",".",".","8.3",".","",".","8.3",".","",".",".","",".","",".","",".","8.3","."
"Rdgs-Contemp Hebrew Lit","534
001","1","***","","","","","","","","","","","",".",".","",".","",".","",".",".","."
"Lit-Jewish Identity in Amer","593
001","6","2.667","16.7",".","66.7",".",".",".","","16.7",".",".","",".",".","",".","",".","",".",".","."
"Directed Study","699
001","3","***","","","","","","","","","","","",".",".","",".","",".","",".",".","."
"JEWISH
510","Dept. Total","318","3.541","41.2","32.4","18.6","1.6","1.9","",".","0.9","3.1","",".",".","",".","",".","",".",".","0.3","."
"Summary by Level","","#","Ave","A","AB","B","BC","C","D","","F","S","U","","CR","N","","P","","I","","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","","","","","","",""
"510
JEWISH","","","","","","","","","","","","","","","","","","","","","","","",""
"Freshmen","","21","3.563","42.9","38.1","14.3",".","4.8","",".",".",".","",".",".","",".","",".","",".",".",".","."
"Sophomore","","92","3.559","39.1","40.2","19.6",".",".","",".","1.1",".","",".",".","",".","",".","",".",".",".","."
"Junior","","82","3.662","51.2","36.6","8.5",".","1.2","",".","1.2",".","",".",".","",".","",".","",".",".","1.2","."
"Senior","","119","3.418","35.3","23.5","26.1","4.2","3.4","",".","0.8","6.7","",".",".","",".","",".","",".",".",".","."
"Undergraduates","","314","3.538","41.1","32.8","18.8","1.6","1.9","",".","1.0","2.5","",".",".","",".","",".","",".",".","0.3","."
"Special","","3","4.000","33.3",".",".",".",".","",".",".","66.7","",".",".","",".","",".","",".",".",".","."
"Graduate","","1","4.000","100.0",".",".",".",".","",".",".",".","",".",".","",".","",".","",".",".",".","."
"","Dept. Total","318","3.541","41.2","32.4","18.6","1.6","1.9","",".","0.9","3.1","",".",".","",".","",".","",".",".","0.3","."
