"","","","","","","","(Non-Cross Listed)","","","","","","","","","","","",""
"L&S","","","","","","","","","","","","","","","","","","",""
"FOLKLORE PROGRAM","Section","#","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","P","I","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","",""
"380
FOLKLORE","","","","","","","","","","","","","","","","","","",""
"Intro-Mus Cult of the World","103
001","6","3.583","66.7",".","16.7","16.7",".",".",".",".",".",".",".",".",".",".",".","."
"The African Storyteller","210
001","108","2.678","15.7","13.0","17.6","25.0","19.4","2.8","5.6","0.9",".",".",".",".",".",".",".","."
"Global Language Issues","211
001","9","3.444","22.2","55.6","11.1","11.1",".",".",".",".",".",".",".",".",".",".",".","."
"The Folk Tale","220
001","91","3.210","22.0","25.3","30.8","11.0","6.6","1.1",".","2.2",".",".",".",".",".",".","1.1","."
"Intro to American Folklore","230
001","95","3.639","38.9","33.7","14.7",".",".",".",".","11.6",".",".",".",".","1.1",".",".","."
"Lit in Trans-Icelandic Saga","346
001","20","2.824","10.0","30.0","25.0","20.0","5.0","5.0","5.0",".",".",".",".",".",".",".",".","."
"Romani Culture-Russia & E Eur","370
001","16","3.033","6.3","12.5","62.5","6.3","6.3",".",".","6.3",".",".",".",".",".",".",".","."
"Dir Stdy-Folklore Undergrad","399
010","7","3.857","85.7",".","14.3",".",".",".",".",".",".",".",".",".",".",".",".","."
"Mus Cultures-China,Korea,Japan","403
001","7","2.786","28.6",".","14.3","42.9",".","14.3",".",".",".",".",".",".",".",".",".","."
"Folklore-Historicl Perspctv","001
410","19","3.632","63.2","31.6",".",".",".",".","5.3",".",".",".",".",".",".",".",".","."
"African Poetry","001
411","11","3.333","27.3","18.2","45.5","9.1",".",".",".",".",".",".",".",".",".",".",".","."
"Scandinavian American Folklore","440
001","9","3.944","88.9","11.1",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"Sami Culture,Yesterday & Today","443
001","11","3.850","63.6","27.3",".",".",".",".",".","9.1",".",".",".",".",".",".",".","."
"Javanese Performance Repertory","453
001","4","***","","","","","","","","","",".",".",".",".",".",".","."
"Oral Tradition&Written Word","471
001","2","***","","","","","","","","","",".",".",".",".",".",".","."
"Material Culture Analysis","512
001","3","***","","","","","","","","","",".",".",".",".",".",".","."
"","530
001","56","3.596","58.9","10.7","17.9","1.8","1.8",".","1.8","3.6",".",".",".",".",".","3.6",".","."
"","530
002","3","***","","","","","","","","","",".",".",".",".",".",".","."
"Topics in Folklore","Course Total","59","3.580","57.6","11.9","16.9","3.4","1.7",".","1.7","3.4",".",".",".",".",".","3.4",".","."
"Prison Narratv-Africn Diaspora","612
001","3","***","","","","","","","","","",".",".",".",".",".",".","."
"Independ Stdy-Folklore Grad","699
010","1","***","","","","","","","","","",".",".",".",".",".",".","."
"FOLKLORE
380","Dept. Total","481","3.254","34.1","21.2","20.4","10.4","6.2","1.2","1.9","3.7",".",".",".",".","0.2","0.4","0.2","."
"Summary by Level","","#","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","P","I","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","",""
"380
FOLKLORE","","","","","","","","","","","","","","","","","","",""
"Freshmen","","35","3.120","28.6","22.9","22.9","8.6","14.3",".","2.9",".",".",".",".",".",".",".",".","."
"Sophomore","","105","3.053","25.7","16.2","30.5","13.3","10.5","1.0","2.9",".",".",".",".",".",".",".",".","."
"Junior","","129","3.171","29.5","24.8","18.6","14.7","6.2","1.6","2.3","2.3",".",".",".",".",".",".",".","."
"Senior","","194","3.404","39.2","23.2","17.0","7.2","3.1","1.5","1.0","6.7",".",".",".",".","0.5","0.5",".","."
"Undergraduates","","463","3.233","32.6","22.0","21.0","10.8","6.5","1.3","1.9","3.5",".",".",".",".","0.2","0.2",".","."
"Special","","5","4.000","20.0",".",".",".",".",".",".","40.0",".",".",".",".",".","20.0","20.0","."
"Graduate","","12","3.919","91.7",".","8.3",".",".",".",".",".",".",".",".",".",".",".",".","."
"Prof Yr 3","","1","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"Professionals","","1","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","Dept. Total","481","3.254","34.1","21.2","20.4","10.4","6.2","1.2","1.9","3.7",".",".",".",".","0.2","0.4","0.2","."
