"","699
001","1","***","","","","","","","","","","","","",".",".","",".","",".","",".",".","."
"","699
005","3","***","","","","","","","","","","","","",".",".","",".","",".","",".",".","."
"","699
008","1","***","","","","","","","","","","","","",".",".","",".","",".","",".",".","."
"Directed Study","Course Total","5","***","","","","","","","","","","","","","","","","","","","","","",""
"AMER IND
140","Dept. Total","119","3.523","47.1","30.3","14.3","4.2","",".","",".","2.5","1.7","",".",".","",".","",".","",".",".",".","."
"Summary by Level","","#","Ave","A","AB","B","BC","C","","D","","F","S","U","","CR","N","","P","","I","","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","","","","","","","",""
"140
AMER IND","","","","","","","","","","","","","","","","","","","","","","","","",""
"Freshmen","","3","3.833","66.7","33.3",".",".","",".","",".",".",".","",".",".","",".","",".","",".",".",".","."
"Sophomore","","8","3.438","37.5","37.5",".","25.0","",".","",".",".",".","",".",".","",".","",".","",".",".",".","."
"Junior","","34","3.436","47.1","29.4","11.8","2.9","",".","",".","5.9","2.9","",".",".","",".","",".","",".",".",".","."
"Senior","","67","3.525","43.3","32.8","17.9","3.0","",".","",".","1.5","1.5","",".",".","",".","",".","",".",".",".","."
"Undergraduates","","112","3.501","44.6","32.1","14.3","4.5","",".","",".","2.7","1.8","",".",".","",".","",".","",".",".",".","."
"Special","","1","4.000","100.0",".",".",".","",".","",".",".",".","",".",".","",".","",".","",".",".",".","."
"Graduate","","5","3.857","80.0",".","20.0",".","",".","",".",".",".","",".",".","",".","",".","",".",".",".","."
"Prof Yr 3","","1","4.000","100.0",".",".",".","",".","",".",".",".","",".",".","",".","",".","",".",".",".","."
"Professionals","","1","4.000","100.0",".",".",".","",".","",".",".",".","",".",".","",".","",".","",".",".",".","."
"","Dept. Total","119","3.523","47.1","30.3","14.3","4.2","",".","",".","2.5","1.7","",".",".","",".","",".","",".",".",".","."
