"L&S","","","","","","","","","","","","","","","","","","","","","",""
"LAFOLLETTE SCHOOL PUB AFF Section","#","Ave","A","AB","B","BC","C","D","","F","","S","U","CR","N","","P","","I","NW","NR","Other"
"","Grades","GPA","","","","","","","","","","","","","","","","","","","",""
"826
PUB AFFR","","","","","","","","","","","","","","","","","","","","","",""
"765
001
Issues in Educ Policy Analysis","4","***","","","","","","","","","","","",".",".","",".","",".",".",".","."
"799
002","4","***","","","","","","","","","","","",".",".","",".","",".",".",".","."
"799
012","2","***","","","","","","","","","","","",".",".","",".","",".",".",".","."
"799
014","21","3.500",".","4.8",".",".",".",".","",".","","90.5","4.8",".",".","",".","",".",".",".","."
"799
018","1","***","","","","","","","","","","","",".",".","",".","",".",".",".","."
"Course Total
Independent Reading","28","3.905","21.4","7.1",".",".",".","",".","",".","67.9","3.6",".","",".","",".",".",".",".","."
"819
001
Quant Methods-Public Policy","19","3.447","31.6","52.6",".","5.3","10.5",".","",".","",".",".",".",".","",".","",".",".",".","."
"827
001
Administrative Internship","3","***","","","","","","","","","","","",".",".","",".","",".",".",".","."
"830
001
Financng Elem&Secondry Educ","1","***","","","","","","","","","","","",".",".","",".","",".",".",".","."
"841
001
Smr-Internatnl Bus & Gov","19","3.778","52.6","42.1",".",".",".",".","",".","",".",".",".",".","",".","","5.3",".",".","."
"854
001
Macroecon Pol & Int'l Fin Reg","13","3.692","53.8","30.8","15.4",".",".",".","",".","",".",".",".",".","",".","",".",".",".","."
"869
001","13","4.000","100.0",".",".",".",".",".","",".","",".",".",".",".","",".","",".",".",".","."
"869
002","19","3.583","31.6","47.4","15.8",".",".",".","",".","",".",".",".",".","",".","","5.3",".",".","."
"Course Total
Workshp-Prgm & Policy Analysis","32","3.758","59.4","28.1","9.4",".",".","",".","",".",".",".",".","",".","",".","3.1",".",".","."
"873
001
Intro to Policy Analysis","21","3.667","42.9","47.6","9.5",".",".",".","",".","",".",".",".",".","",".","",".",".",".","."
"878
001
Public Management","23","3.696","56.5","30.4","8.7","4.3",".",".","",".","",".",".",".",".","",".","",".",".",".","."
"882
001
Pub Assistance Policy&Mgmt","14","3.929","85.7","14.3",".",".",".",".","",".","",".",".",".",".","",".","",".",".",".","."
"958
001
Smr-Rsch in Public Affairs","18","3.972","94.4","5.6",".",".",".",".","",".","",".",".",".",".","",".","",".",".",".","."
"974
001","23","3.696","47.8","43.5","8.7",".",".",".","",".","",".",".",".",".","",".","",".",".",".","."
"003
974","12","3.917","83.3","16.7",".",".",".",".","",".","",".",".",".",".","",".","",".",".",".","."
"Course Total
Topics in Public Affairs","35","3.771","60.0","34.3","5.7",".",".","",".","",".",".",".",".","",".","",".",".",".",".","."
"PUB AFFR
Dept. Total
826","230","3.747","53.0","29.6","4.8","0.9","0.9","",".","",".","9.6","0.4",".","",".","",".","0.9",".",".","."
"Summary by Level","#","Ave","A","AB","B","BC","C","D","","F","","S","U","CR","N","","P","","I","NW","NR","Other"
"","Grades","GPA","","","","","","","","","","","","","","","","","","","",""
"826
PUB AFFR","","","","","","","","","","","","","","","","","","","","","",""
"Senior","14","3.773","42.9","35.7",".",".",".","",".","",".","21.4",".",".","",".","",".",".",".",".","."
"Undergraduates","14","3.773","42.9","35.7",".",".",".","",".","",".","21.4",".",".","",".","",".",".",".",".","."
"Graduate","207","3.737","52.7","30.0","5.3","1.0","1.0","",".","",".","9.2",".",".","",".","",".","1.0",".",".","."
"Prof Yr 1","1","",".",".",".",".",".","",".","",".",".","100.0",".","",".","",".",".",".",".","."
"Prof Yr 2","6","3.917","83.3","16.7",".",".",".","",".","",".",".",".",".","",".","",".",".",".",".","."
"Prof Yr 3","2","4.000","100.0",".",".",".",".","",".","",".",".",".",".","",".","",".",".",".",".","."
"Professionals","9","3.938","77.8","11.1",".",".",".","",".","",".",".","11.1",".","",".","",".",".",".",".","."
"Dept. Total","230","3.747","53.0","29.6","4.8","0.9","0.9","",".","",".","9.6","0.4",".","",".","",".","0.9",".",".","."
