"L&S","","","","","","","","","","","","","","","","","","","","","","",""
"URBAN AND REGIONAL PLANNI","Section","#","Ave","A","AB","B","BC","C","D","F","","S","U","","CR","N","","P","I","","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","","","","","",""
"944
URB R PL","","","","","","","","","","","","","","","","","","","","","","",""
"URB R PL
944","Dept. Total","193","3.417","33.2","29.0","19.2","6.2","4.1","0.5","",".","5.2","",".",".","",".","2.1","",".","0.5",".","."
"Summary by Level","","#","Ave","A","AB","B","BC","C","D","F","","S","U","","CR","N","","P","I","","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","","","","","",""
"944
URB R PL","","","","","","","","","","","","","","","","","","","","","","",""
"Sophomore","","5","2.765","20.0",".","20.0","40.0","20.0",".","",".",".","",".",".","",".",".","",".",".",".","."
"Junior","","11","3.086","9.1","18.2","36.4","27.3",".",".","",".",".","",".",".","",".",".","",".","9.1",".","."
"Senior","","29","2.959","10.3","27.6","24.1","17.2","20.7",".","",".",".","",".",".","",".",".","",".",".",".","."
"Undergraduates","","45","2.966","11.1","22.2","26.7","22.2","15.6",".","",".",".","",".",".","",".",".","",".","2.2",".","."
"Special","","14","3.346","21.4","35.7","28.6",".","7.1",".","",".","7.1","",".",".","",".",".","",".",".",".","."
"Graduate","","134","3.610","41.8","30.6","15.7","1.5",".","0.7","",".","6.7","",".",".","",".","3.0","",".",".",".","."
"","Dept. Total","193","3.417","33.2","29.0","19.2","6.2","4.1","0.5","",".","5.2","",".",".","",".","2.1","",".","0.5",".","."
