"","699
021","1","***","","","","","","","","","","",".",".","",".","",".","",".",".","."
"Directed Reading","Course Total","3","***","","","","","","","","","","","","","","","","","","","",""
"Seminar-Ancient History","801
001","2","***","","","","","","","","","","",".",".","",".","",".","",".",".","."
"Advanced Hist of Philosophy","830
001","2","***","","","","","","","","","","",".",".","",".","",".","",".",".","."
"CLASSICS
244","Dept. Total","323","3.403","46.4","22.3","15.2","4.0","6.5","1.9","1.9","1.2","",".",".","",".","",".","",".","0.6",".","."
"Summary by Level","","#","Ave","A","AB","B","BC","C","D","F","S","U","","CR","N","","P","","I","","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","","","","","",""
"244
CLASSICS","","","","","","","","","","","","","","","","","","","","","","",""
"Freshmen","","22","3.136","40.9","18.2","13.6","9.1","4.5","13.6",".",".","",".",".","",".","",".","",".",".",".","."
"Sophomore","","98","3.304","44.9","20.4","15.3","1.0","13.3","1.0","3.1",".","",".",".","",".","",".","",".","1.0",".","."
"Junior","","108","3.443","41.7","29.6","14.8","5.6","4.6",".","1.9","0.9","",".",".","",".","",".","",".","0.9",".","."
"Senior","","86","3.492","53.5","16.3","17.4","4.7","2.3","2.3","1.2","2.3","",".",".","",".","",".","",".",".",".","."
"Undergraduates","","314","3.391","45.9","22.3","15.6","4.1","6.7","1.9","1.9","1.0","",".",".","",".","",".","",".","0.6",".","."
"Special","","4","4.000","75.0",".",".",".",".",".",".","25.0","",".",".","",".","",".","",".",".",".","."
"Graduate","","5","3.800","60.0","40.0",".",".",".",".",".",".","",".",".","",".","",".","",".",".",".","."
"","Dept. Total","323","3.403","46.4","22.3","15.2","4.0","6.5","1.9","1.9","1.2","",".",".","",".","",".","",".","0.6",".","."
