"CHEMISTRY","Section","#","","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","P","I","NW","NR","Other"
"","","Grades","","GPA","","","","","","","","","","","","","","","",""
"224
CHEM","","","","","","","","","","","","","","","","","","","",""
"Research-Analytical","Course Total","","40","",".",".",".",".",".",".",".","87.5","2.5",".",".","10.0",".",".",".","."
"994","001","","7","",".",".",".",".",".",".",".","42.9",".",".",".","57.1",".",".",".","."
"994","005","","5","***","","","","","","","","","",".",".",".",".",".",".","."
"994","009","","7","",".",".",".",".",".",".",".","57.1",".",".",".","42.9",".",".",".","."
"994","010","","3","***","","","","","","","","","",".",".",".",".",".",".","."
"994","011","","5","***","","","","","","","","","",".",".",".",".",".",".","."
"994","030","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"994","035","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"994","040","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"994","045","","4","***","","","","","","","","","",".",".",".",".",".",".","."
"994","056","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"Research-Inorganic","Course Total","","36","",".",".",".",".",".",".",".","69.4",".",".",".","30.6",".",".",".","."
"995","004","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"995","027","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"995","042","","5","***","","","","","","","","","",".",".",".",".",".",".","."
"Rsch-Macromolecular Chem","Course Total","","8","",".",".",".",".",".",".",".","37.5",".",".",".","62.5",".",".",".","."
