"","","","","","","","(Non-Cross Listed)","","","","","","","","","","","",""
"BUS","","","","","","","","","","","","","","","","","","",""
"BUS","College Total","11729","3.280","31.7","24.1","27.4","7.6","6.7","1.1","0.5","0.5","0.0","0.1",".","0.1","0.1","0.1","0.0","0.1"
"Summary by College/School","","#","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","P","I","NW","NR","Other"
"BUS","","Grades","GPA","","","","","","","","","","","","","","","",""
"Freshmen","","97","2.920","6.2","22.7","29.9","18.6","11.3","2.1",".",".",".","9.3",".",".",".",".",".","."
"Sophomore","","568","2.953","19.4","16.5","37.3","7.9","11.3","4.8","2.5",".",".","0.2",".",".",".",".",".","0.2"
"Junior","","2839","3.134","23.5","20.4","34.7","10.4","8.9","1.2","0.8","0.1",".",".",".",".",".","0.1",".","."
"Senior","","4906","3.197","24.6","24.4","30.5","9.7","8.8","1.2","0.3","0.3","0.0",".",".",".",".","0.1",".","."
"Undergraduates","","8410","3.157","23.7","22.5","32.3","9.9","9.1","1.5","0.6","0.2","0.0","0.1",".",".",".","0.1",".","0.0"
"Special","","268","3.294","31.7","26.9","23.5","5.2","5.2","1.1","2.2","2.6",".",".",".",".","0.7","0.4","0.4","."
"Graduate","","3021","3.677","54.1","28.3","13.8","1.3","0.4","0.1","0.1","1.0","0.0",".",".","0.3","0.2","0.3","0.1","0.2"
"Prof Yr 2","","8","3.370","25.0","25.0","50.0",".",".",".",".",".",".",".",".",".",".",".",".","."
"Prof Yr 3","","22","3.533","40.9","31.8","27.3",".",".",".",".",".",".",".",".",".",".",".",".","."
"Professionals","","30","3.488","36.7","30.0","33.3",".",".",".",".",".",".",".",".",".",".",".",".","."
"","College Total","11729","3.280","31.7","24.1","27.4","7.6","6.7","1.1","0.5","0.5","0.0","0.1",".","0.1","0.1","0.1","0.0","0.1"
