"","990
034","2","***","","","","","","","","","",".",".",".",".",".",".","."
"","990
038","5","***","","","","","","","","","",".",".",".",".",".",".","."
"","990
041","1","***","","","","","","","","","",".",".",".",".",".",".","."
"Thesis","Course Total","32","",".",".",".",".",".",".",".","65.6",".",".",".","34.4",".",".",".","."
"SPANISH
912","Dept. Total","3265","3.273","33.8","22.1","25.6","6.5","7.2","1.3","1.3","1.5","0.1",".",".","0.3","0.0","0.1",".","0.3"
"Summary by Level","","#","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","P","I","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","",""
"912
SPANISH","","","","","","","","","","","","","","","","","","",""
"Freshmen","","1349","3.358","35.7","24.7","26.6","5.9","5.2","0.9","0.7",".",".",".",".",".",".","0.1",".","0.2"
"Sophomore","","674","3.176","26.0","23.0","32.2","6.8","9.3","0.9","1.3","0.4",".",".",".",".",".",".",".","."
"Junior","","532","3.108","28.0","20.9","24.8","10.0","10.0","2.4","1.7","1.5","0.2",".",".",".",".",".",".","0.6"
"Senior","","533","3.281","40.7","18.9","19.1","5.6","8.4","1.9","1.5","2.4","0.4",".",".",".",".","0.4",".","0.6"
"Undergraduates","","3088","3.266","33.1","22.7","26.2","6.7","7.5","1.3","1.2","0.8","0.1",".",".",".",".","0.1",".","0.3"
"Special","","28","3.325","57.1","10.7","14.3","3.6","7.1",".","7.1",".",".",".",".",".",".",".",".","."
"Graduate","","143","3.522","44.8","11.9","12.6","2.1","0.7","0.7","2.8","16.1",".",".",".","7.7","0.7",".",".","."
"Prof Yr 2","","1","3.000",".",".","100.0",".",".",".",".",".",".",".",".",".",".",".",".","."
"Prof Yr 3","","5","3.133","20.0",".","40.0","20.0",".",".",".","20.0",".",".",".",".",".",".",".","."
"Professionals","","6","3.111","16.7",".","50.0","16.7",".",".",".","16.7",".",".",".",".",".",".",".","."
"","Dept. Total","3265","3.273","33.8","22.1","25.6","6.5","7.2","1.3","1.3","1.5","0.1",".",".","0.3","0.0","0.1",".","0.3"
