"L&S","","","","","","","","","","","","","","","","","","","",""
"","AFRICAN LANGUAGES & LITERA Section","","#","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","P","I","NW","NR","Other"
"","","","Grades","GPA","","","","","","","","","","","","","","","",""
"104
AFRICAN","","","","","","","","","","","","","","","","","","","",""
"The African Storyteller","210","001","358","2.643","16.2","10.9","19.0","19.0","17.6","7.0","4.7","4.2","1.1",".",".",".","0.3",".",".","."
"Africa: Introductory Survey","277","001","39","2.770","20.5","12.8","10.3","15.4","30.8","5.1",".","5.1",".",".",".",".",".",".",".","."
"African Lit in Translation","300","001","32","3.065","34.4","18.8","12.5","12.5","9.4","6.3","3.1",".",".",".",".",".",".",".","3.1","."
"First Semester Arabic","321","001","29","3.177","37.9","27.6","13.8","3.4","6.9","6.9","3.4",".",".",".",".",".",".",".",".","."
"Third Semester Arabic","323","001","10","3.314","40.0","30.0",".","10.0",".","10.0",".",".","10.0",".",".",".",".",".",".","."
"First Semester Swahili","331","001","20","3.175","40.0","15.0","5.0","20.0","20.0",".",".",".",".",".",".",".",".",".",".","."
"Third Semester Swahili","333","001","14","3.071","14.3","42.9","14.3","14.3","7.1","7.1",".",".",".",".",".",".",".",".",".","."
"Third Semester Hausa","363","001","5","***","","","","","","","","","",".",".",".",".",".",".","."
"Islam: Religion and Culture","370","001","8","3.000",".","25.0","37.5","25.0",".",".",".",".",".",".",".",".",".",".","12.5","."
"First Semester Yoruba","371","001","1","***","","","","","","","","","",".",".",".",".",".",".","."
"Third Semester Yoruba","373","001","1","***","","","","","","","","","",".",".",".",".",".",".","."
"African Poetry","411","001","21","3.429","33.3","47.6",".","9.5","9.5",".",".",".",".",".",".",".",".",".",".","."
"Adv Studies-Swahili Lang-Gr","435","001","3","***","","","","","","","","","",".",".",".",".",".",".","."
"Written Lit of South Africa","441","001","10","3.471","30.0","30.0","40.0",".",".",".",".",".",".",".",".",".",".",".",".","."
"Readings-Adv Arabic Texts","445","001","4","***","","","","","","","","","",".",".",".",".",".",".","."
"Mod African Lit in English","453","001","7","2.674","14.3","28.6","28.6","14.3",".",".","14.3",".",".",".",".",".",".",".",".","."
"Oral Tradition&Written Word","471","001","9","3.673","44.4","33.3","11.1",".",".",".",".","11.1",".",".",".",".",".",".",".","."
"Teach Africn Lang:Thry&Prac","575","001","5","***","","","","","","","","","",".",".",".",".",".",".","."
"Special Topics","669","001","6","3.500","50.0","16.7","16.7","16.7",".",".",".",".",".",".",".",".",".",".",".","."
"Directed Study","699","011","3","***","","","","","","","","","",".",".",".",".",".",".","."
"Smr-Mod Afr Lit","901","001","9","4.000","77.8",".",".",".",".",".",".","11.1",".",".",".",".","11.1",".",".","."
"","990","009","6","",".",".",".",".",".",".",".","100.0",".",".",".",".",".",".",".","."
"","990","011","1","***","","","","","","","","","",".",".",".",".",".",".","."
"","990","016","4","***","","","","","","","","","",".",".",".",".",".",".","."
"","990","017","1","***","","","","","","","","","",".",".",".",".",".",".","."
"Thesis","","Course Total","12","",".",".",".",".",".",".",".","83.3",".",".",".","16.7",".",".",".","."
"","999","011","1","***","","","","","","","","","",".",".",".",".",".",".","."
"","999","012","1","***","","","","","","","","","",".",".",".",".",".",".","."
"Indep Reading & Research","","Course Total","2","***","","","","","","","","","","","","","","","",""
