"PSYCHOLOGY","Section","#","","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","P","I","NW","NR","Other"
"","","Grades","","GPA","","","","","","","","","","","","","","","",""
"820
PSYCH","","","","","","","","","","","","","","","","","","","",""
"691","023","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"691","035","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"691","047","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"691","065","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"Undergraduate Thesis","Course Total","","6","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"692","002","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"692","012","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"692","023","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"Undergraduate Thesis","Course Total","","3","***","","","","","","","","","","","","","","","",""
"693
Animal Behavior Problems","035","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"694","011","","3","***","","","","","","","","","",".",".",".",".",".",".","."
"694","016","","29","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"694","027","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"694","031","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"694","065","","5","***","","","","","","","","","",".",".",".",".",".",".","."
"Probs-Developmental Psych","Course Total","","39","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"695","002","","7","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"695","003","","5","***","","","","","","","","","",".",".",".",".",".",".","."
"695","006","","4","***","","","","","","","","","",".",".",".",".",".",".","."
"695","011","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"695","040","","8","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"695","060","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"Probs-Clinical Psychology","Course Total","","28","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"697","012","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"697","015","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"697","017","","29","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"697","022","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"697","023","","30","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"697","047","","3","***","","","","","","","","","",".",".",".",".",".",".","."
"Problems in Human Behavior","Course Total","","65","3.995","98.5","1.5",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"699","014","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"699","016","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"699","021","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"699","040","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"699","053","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"Directed Study","Course Total","","6","3.885","83.3","16.7",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"701
Prosmr-Experimental Psych","001","","5","***","","","","","","","","","",".",".",".",".",".",".","."
"703
Prosmr in Social Psychology","001","","6","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"704
Proseminar-Clinical Psych","001","","17","4.000","94.1",".",".",".",".",".",".",".",".",".",".",".",".",".",".","5.9"
"706
Prosmr-Developmental Psych","001","","11","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"707
Proseminar-Biological Psych","001","","14","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"711","001","","17","3.633","52.9","23.5","23.5",".",".",".",".",".",".",".",".",".",".",".",".","."
"711","002","","15","3.965","93.3","6.7",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"Current Topics in Psych","Course Total","","32","3.788","71.9","15.6","12.5",".",".",".",".",".",".",".",".",".",".",".",".","."
