"","","","","","","","(Non-Cross Listed)","","","","","","","","","","","",""
"L&S","","","","","","","","","","","","","","","","","","",""
"CHEMISTRY","Section","#","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","P","I","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","",""
"224
CHEM","","","","","","","","","","","","","","","","","","",""
"","103
001","301","2.629","18.9","4.7","25.9","14.0","22.6","11.3","2.0","0.3",".",".",".",".",".",".","0.3","."
"","002
103","320","2.955","25.9","8.1","34.7","5.3","21.3","3.4","1.3",".",".",".",".",".",".",".",".","."
"","103
003","232","2.961","22.0","8.2","37.9","8.2","21.1","1.7","0.4",".",".",".",".",".",".",".",".","0.4"
"","103
004","253","2.859","21.7","11.1","34.0","6.7","18.2","4.0","4.0",".",".",".",".",".",".",".","0.4","."
"","005
103","209","2.774","15.3","11.0","32.5","11.0","22.5","6.2","1.0",".",".",".",".",".",".",".","0.5","."
"","103
006","230","2.644","13.5","3.0","40.9","6.1","26.5","7.8","1.7",".",".",".",".",".","0.4",".",".","."
"","103
007","237","2.783","11.4","16.5","29.1","9.3","31.2","2.1","0.4",".",".",".",".",".",".",".",".","."
"General Chemistry","Course Total","1782","2.803","18.9","8.8","33.3","8.6","23.2","5.3","1.6","0.1",".",".",".",".","0.1",".","0.2","0.1"
"General Chemistry","104
001","260","2.918","18.8","23.5","17.7","16.5","13.8","6.5","1.2","0.4",".",".",".",".",".",".","0.4","1.2"
"General Chemistry","108
001","197","2.992","25.4","15.2","31.5","5.6","15.7","3.0","3.0",".",".",".",".",".",".",".",".","0.5"
"","109
001","319","3.130","27.0","11.9","44.2","5.3","7.8","0.9","2.5",".",".",".",".",".",".",".","0.3","."
"","109
002","240","3.173","23.8","10.0","51.7","5.8","6.7","0.4","0.4",".",".",".",".",".","0.4",".","0.8","."
"Gen & Analytical Chem I","Course Total","559","3.148","25.6","11.1","47.4","5.5","7.3","0.7","1.6",".",".",".",".",".","0.2",".","0.5","."
"Chemical Principles I","115
001","35","3.600","40.0","42.9","14.3","2.9",".",".",".",".",".",".",".",".",".",".",".","."
"Analytical Chemistry","221
001","72","3.389","27.8","34.7","31.9","4.2",".",".","1.4",".",".",".",".",".",".",".",".","."
"Analytical Chemistry","223
001","31","3.323","25.8","41.9","9.7","16.1","6.5",".",".",".",".",".",".",".",".",".",".","."
"","299
012","3","***","","","","","","","","","",".",".",".",".",".",".","."
"","299
028","3","***","","","","","","","","","",".",".",".",".",".",".","."
"","054
299","13","3.800","92.3",".",".",".",".","7.7",".",".",".",".",".",".",".",".",".","."
"","299
059","1","***","","","","","","","","","",".",".",".",".",".",".","."
"Directed Study","Course Total","20","3.885","95.0",".",".",".",".","5.0",".",".",".",".",".",".",".",".",".","."
"Intro Organic Chemistry","341
001","145","2.511","17.2","7.6","24.1","5.5","25.5","13.1","4.8","2.1",".",".",".",".",".",".",".","."
"","342
001","15","3.467","20.0","53.3","26.7",".",".",".",".",".",".",".",".",".",".",".",".","."
"","002
342","17","3.500","35.3","29.4","35.3",".",".",".",".",".",".",".",".",".",".",".",".","."
"","342
003","7","3.500","28.6","42.9","28.6",".",".",".",".",".",".",".",".",".",".",".",".","."
"","342
004","2","***","","","","","","","","","",".",".",".",".",".",".","."
"","007
342","18","3.333","22.2","38.9","22.2","16.7",".",".",".",".",".",".",".",".",".",".",".","."
"","342
008","17","3.529","29.4","52.9","11.8","5.9",".",".",".",".",".",".",".",".",".",".",".","."
"","342
009","16","3.531","37.5","31.3","31.3",".",".",".",".",".",".",".",".",".",".",".",".","."
"","010
342","15","3.533","33.3","40.0","26.7",".",".",".",".",".",".",".",".",".",".",".",".","."
"Organic Chemistry Lab","Course Total","107","3.486","29.9","41.1","25.2","3.7",".",".",".",".",".",".",".",".",".",".",".","."
"","343
001","304","2.721","19.4","6.9","31.9","7.2","24.3","6.9","3.0",".",".",".",".",".",".",".","0.3","."
"","343
002","214","2.810","19.6","10.7","35.5","4.2","18.7","5.1","4.2",".",".",".",".",".",".",".",".","1.9"
"","343
003","179","2.684","18.4","11.7","23.5","8.9","29.1","2.8","5.6",".",".",".",".",".",".",".",".","."
"","004
343","53","3.245","28.3","7.5","52.8","7.5","3.8",".",".",".",".",".",".",".",".",".",".","."
"","005
343","126","2.468","18.3","10.3","22.2","13.5","12.7","11.9","11.1",".",".",".",".",".",".",".",".","."
"Intro Organic Chemistry","Course Total","876","2.730","19.6","9.4","30.9","7.8","21.0","5.9","4.8",".",".",".",".",".",".",".","0.1","0.5"
"","344
001","15","3.467","46.7","13.3","26.7","13.3",".",".",".",".",".",".",".",".",".",".",".","."
"","344
002","15","3.433","26.7","40.0","26.7","6.7",".",".",".",".",".",".",".",".",".",".",".","."
"","344
003","14","3.357","35.7","21.4","21.4","21.4",".",".",".",".",".",".",".",".",".",".",".","."
"","344
004","14","3.385","21.4","35.7","28.6","7.1",".",".",".",".",".",".",".",".",".",".",".","7.1"
"","344
005","11","3.727","45.5","54.5",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","006
344","15","3.233","33.3","13.3","33.3","6.7","13.3",".",".",".",".",".",".",".",".",".",".","."
"","344
007","15","3.300","26.7","20.0","40.0","13.3",".",".",".",".",".",".",".",".",".",".",".","."
