"","990
040","1","***","","","","","","","","","",".",".",".",".","",".",".","."
"","990
075","3","***","","","","","","","","","",".",".",".",".","",".",".","."
"Research and Thesis","Course Total","6","",".",".",".",".",".",".",".","100.0",".",".",".",".","",".",".",".","."
"Independent Study","999
005","1","***","","","","","","","","","",".",".",".",".","",".",".","."
"CNSR SCI
271","Dept. Total","596","3.229","27.2","27.3","25.2","10.2","4.5","1.7","1.3","1.0",".","1.0",".","0.2","",".",".","0.3","."
"Summary by Level","","#","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","P","I","","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","","",""
"271
CNSR SCI","","","","","","","","","","","","","","","","","","","",""
"Freshmen","","2","3.000",".","50.0",".","50.0",".",".",".",".",".",".",".",".","",".",".",".","."
"Sophomore","","26","2.687","19.2","15.4","34.6","11.5","3.8","7.7","7.7",".",".",".",".",".","",".",".",".","."
"Junior","","175","3.131","22.3","28.6","27.4","10.9","6.3","2.9","1.7",".",".",".",".",".","",".",".",".","."
"Senior","","382","3.310","30.4","28.3","24.3","9.9","3.7","0.8","0.8",".",".","1.6",".",".","",".",".","0.3","."
"Undergraduates","","585","3.228","27.4","27.9","25.6","10.4","4.4","1.7","1.4",".",".","1.0",".",".","",".",".","0.2","."
"Special","","2","2.000",".",".",".",".","50.0",".",".",".",".",".",".",".","",".",".","50.0","."
"Graduate","","9","4.000","22.2",".",".",".",".",".",".","66.7",".",".",".","11.1","",".",".",".","."
"","Dept. Total","596","3.229","27.2","27.3","25.2","10.2","4.5","1.7","1.3","1.0",".","1.0",".","0.2","",".",".","0.3","."
