"Current Iss-Phm Prac & Rsch I","771
001","6","4.000","100.0",".",".",".",".",".",".",".",".","",".",".","",".",".",".",".","."
"Conf:Rsch Workers Hosp Phm","961
001","8","3.813","62.5","37.5",".",".",".",".",".",".",".","",".",".","",".",".",".",".","."
"Advanced Independent Study","999
027","5","***","","","","","","","","","","",".",".","",".",".",".",".","."
"PHM PRAC
728","Dept. Total","675","3.650","55.9","16.6","13.5","9.0","3.0","0.4","0.6","0.1","",".",".","",".","0.6","0.3",".",".","."
"Summary by Level","","#","Ave","A","AB","B","BC","C","D","F","S","U","","CR","N","","P","I","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","","","",""
"728
PHM PRAC","","","","","","","","","","","","","","","","","","","","",""
"Senior","","4","4.000","100.0",".",".",".",".",".",".",".","",".",".","",".",".",".",".",".","."
"Undergraduates","","4","4.000","100.0",".",".",".",".",".",".",".","",".",".","",".",".",".",".",".","."
"Special","","25","3.167","48.0","4.0","8.0","16.0","12.0",".","4.0","4.0","",".",".","",".",".","4.0",".",".","."
"Graduate","","19","3.932","63.2","15.8",".",".",".",".",".",".","",".",".","",".","21.1",".",".",".","."
"Prof Yr 1","","169","3.660","85.8","2.4","5.3","1.2","1.8",".","1.2",".","",".",".","",".","1.8","0.6",".",".","."
"Prof Yr 2","","235","3.205","57.4","12.8","17.9","10.2",".","1.3",".",".","",".",".","",".","0.4",".",".",".","."
"Prof Yr 3","","353","3.300","63.7","11.6","12.7","7.9","3.7",".","0.3",".","",".",".","",".",".",".",".",".","."
"Prof Yr 4","","200","3.868","79.0","16.5","2.5","1.5","0.5",".",".",".","",".",".","",".",".",".",".",".","."
"Professionals","","957","3.652","69.3","11.3","10.6","6.0","1.8","0.3","0.3",".","",".",".","",".","0.4","0.1",".",".","."
"","Dept. Total","1005","3.650","68.8","11.1","10.2","6.1","2.0","0.3","0.4","0.1","",".",".","",".","0.8","0.2",".",".","."
