"","990
007","3","***","","","","","","","","","",".",".",".",".",".",".","."
"","990
013","3","***","","","","","","","","","",".",".",".",".",".",".","."
"","990
017","3","***","","","","","","","","","",".",".",".",".",".",".","."
"Thesis Research","Course Total","13","",".",".",".",".",".",".",".","53.8",".",".",".","46.2",".",".",".","."
"E ASIAN
295","Dept. Total","497","3.310","34.4","25.6","17.5","8.0","4.4","1.4","1.6","3.8","0.4","0.4",".","1.2","0.4",".","0.2","0.6"
"Summary by Level","","#","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","P","I","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","",""
"295
E ASIAN","","","","","","","","","","","","","","","","","","",""
"Freshmen","","72","3.098","19.4","30.6","26.4","12.5","4.2","1.4","2.8",".","1.4",".",".",".",".",".",".","1.4"
"Sophomore","","106","3.247","30.2","28.3","17.0","12.3","7.5","1.9","0.9","0.9",".",".",".",".",".",".",".","0.9"
"Junior","","106","3.243","34.0","27.4","17.9","6.6","4.7","2.8","3.8","2.8",".",".",".",".",".",".",".","."
"Senior","","123","3.490","39.8","24.4","15.4","8.1","4.9",".",".","4.9","0.8","0.8",".",".",".",".",".","0.8"
"Undergraduates","","407","3.278","32.2","27.3","18.4","9.6","5.4","1.5","1.7","2.5","0.5","0.2",".",".",".",".",".","0.7"
"Special","","11","2.981","54.5",".","18.2",".",".","9.1","9.1","9.1",".",".",".",".",".",".",".","."
"Graduate","","76","3.671","42.1","19.7","13.2","1.3",".",".",".","10.5",".","1.3",".","7.9","2.6",".","1.3","."
"Prof Yr 1","","1","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"Prof Yr 3","","2","3.833","50.0","50.0",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"Professionals","","3","3.893","66.7","33.3",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","Dept. Total","497","3.310","34.4","25.6","17.5","8.0","4.4","1.4","1.6","3.8","0.4","0.4",".","1.2","0.4",".","0.2","0.6"
