"","","","","","","","(Non-Cross Listed)","","","","","","","","","","","","","","",""
"AMN","","","","","","","","","","","","","","","","","","","","","",""
"AMN","College Total","269","3.500","51.7","19.7","19.0","5.6","1.9","0.7","0.4","1.1","",".",".",".","",".","",".",".",".","."
"Summary by College/School","","#","Ave","A","AB","B","BC","C","D","F","S","U","","CR","N","P","","I","","NW","NR","Other"
"AMN","","Grades","GPA","","","","","","","","","","","","","","","","","","",""
"Freshmen","","91","3.264","39.6","19.8","28.6","6.6","3.3","2.2",".",".","",".",".",".","",".","",".",".",".","."
"Sophomore","","73","3.500","56.2","21.9","12.3","5.5","2.7",".","1.4",".","",".",".",".","",".","",".",".",".","."
"Junior","","52","3.614","57.7","19.2","19.2","3.8",".",".",".",".","",".",".",".","",".","",".",".",".","."
"Senior","","48","3.639","64.6","18.8","10.4","6.3",".",".",".",".","",".",".",".","",".","",".",".",".","."
"Undergraduates","","264","3.500","52.3","20.1","18.9","5.7","1.9","0.8","0.4",".","",".",".",".","",".","",".",".",".","."
"Special","","4","3.000",".",".","25.0",".",".",".",".","75.0","",".",".",".","",".","",".",".",".","."
"Graduate","","1","4.000","100.0",".",".",".",".",".",".",".","",".",".",".","",".","",".",".",".","."
"","College Total","269","3.500","51.7","19.7","19.0","5.6","1.9","0.7","0.4","1.1","",".",".",".","",".","",".",".",".","."
