"","","","","","","","(Non-Cross Listed)","","","","","","","","","","","",""
"ALS","","","","","","","","","","","","","","","","","","",""
"ALS","College Total","8847","3.188","31.7","16.3","20.0","7.5","8.4","2.0","0.9","8.4","0.1","1.4","0.0","2.6","0.2","0.2","0.2","0.1"
"Summary by College/School","","#","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","P","I","NW","NR","Other"
"ALS","","Grades","GPA","","","","","","","","","","","","","","","",""
"Freshmen","","758","3.092","34.3","14.8","23.0","9.6","10.4","2.8","1.1",".",".","3.2",".",".","0.3","0.1",".","0.5"
"Sophomore","","1074","2.973","24.9","17.9","23.3","11.4","14.1","3.9","1.5",".",".","2.3",".",".","0.4","0.1",".","0.4"
"Junior","","1772","3.056","28.0","16.6","25.5","11.2","12.1","3.0","1.2","0.3",".","1.5",".",".","0.1","0.3",".","0.1"
"Senior","","2754","3.210","33.6","20.5","22.4","8.0","9.7","1.9","1.2","0.6","0.0","1.4","0.0","0.0","0.0","0.3","0.1","0.1"
"Undergraduates","","6358","3.112","30.7","18.3","23.5","9.7","11.2","2.7","1.2","0.3","0.0","1.8","0.0","0.0","0.1","0.3","0.0","0.2"
"Special","","174","3.350","42.0","9.2","14.9","7.5","6.3","2.3","2.3","12.1",".","1.7",".",".",".",".","1.7","."
"Graduate","","2233","3.642","34.3","10.9","9.9","0.8","0.4","0.0","0.0","32.1","0.2","0.2",".","10.3","0.3","0.0","0.5","."
"Prof Yr 1","","91","3.055","18.7","15.4","31.9","26.4","7.7",".",".",".",".",".",".",".",".",".",".","."
"Prof Yr 2","","2","3.250",".","50.0","50.0",".",".",".",".",".",".",".",".",".",".",".",".","."
"Prof Yr 3","","12","3.408","33.3","16.7","50.0",".",".",".",".",".",".",".",".",".",".",".",".","."
"Professionals","","105","3.101","20.0","16.2","34.3","22.9","6.7",".",".",".",".",".",".",".",".",".",".","."
"","College Total","8870","3.188","31.7","16.2","20.0","7.5","8.3","2.0","0.9","8.6","0.1","1.4","0.0","2.6","0.2","0.2","0.2","0.1"
