"DAIRY SCIENCE","Section","#","Ave","A","AB","B","BC","C","D","F","","S","U","CR","N","P","I","","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","","","",""
"292
DY SCI","","","","","","","","","","","","","","","","","","","","",""
"Research","Course Total","32","",".",".",".",".",".",".","",".","62.5",".",".",".","37.5","",".",".",".","."
"DY SCI
292","Dept. Total","248","3.464","52.4","10.9","14.1","2.4","6.0","0.4","",".","8.9",".",".",".","4.8","",".",".",".","."
"Summary by Level","","#","Ave","A","AB","B","BC","C","D","F","","S","U","CR","N","P","I","","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","","","",""
"292
DY SCI","","","","","","","","","","","","","","","","","","","","",""
"Freshmen","","26","3.369","46.2","7.7","46.2",".",".",".","",".",".",".",".",".",".","",".",".",".","."
"Sophomore","","34","3.565","67.6","11.8","14.7","2.9","2.9",".","",".",".",".",".",".",".","",".",".",".","."
"Junior","","34","3.094","44.1","8.8","11.8","11.8","23.5",".","",".",".",".",".",".",".","",".",".",".","."
"Senior","","64","3.370","39.1","26.6","20.3","1.6","9.4","1.6","",".","1.6",".",".",".",".","",".",".",".","."
"Undergraduates","","158","3.343","47.5","16.5","21.5","3.8","9.5","0.6","",".","0.6",".",".",".",".","",".",".",".","."
"Special","","2","4.000","50.0",".",".",".",".",".","",".","50.0",".",".",".",".","",".",".",".","."
"Graduate","","88","3.960","61.4","1.1","1.1",".",".",".","",".","22.7",".",".",".","13.6","",".",".",".","."
"","Dept. Total","248","3.464","52.4","10.9","14.1","2.4","6.0","0.4","",".","8.9",".",".",".","4.8","",".",".",".","."
