"ART DEPARTMENT","Section","#","","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","P","I","NW","NR","Other"
"","","Grades","","GPA","","","","","","","","","","","","","","","",""
"168
ART","","","","","","","","","","","","","","","","","","","",""
"Advanced Ceramics II","624
001","","3","***","","","","","","","","","",".",".",".",".",".",".","."
"","632
001","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"","632
002","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"Advanced Life Drawing II","Course Total","","3","***","","","","","","","","","","","","","","","",""
"Advanced Watercolor II","642
001","","3","***","","","","","","","","","",".",".",".",".",".",".","."
"Advanced Art Metal II","644
001","","6","3.500","50.0",".","50.0",".",".",".",".",".",".",".",".",".",".",".",".","."
"","699
002","","3","***","","","","","","","","","",".",".",".",".",".",".","."
"","699
003","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"","699
005","","3","***","","","","","","","","","",".",".",".",".",".",".","."
"","006
699","","6","3.813","83.3",".","16.7",".",".",".",".",".",".",".",".",".",".",".",".","."
"","699
007","","7","3.679","57.1",".","14.3","14.3",".",".",".",".",".",".",".",".","14.3",".",".","."
"","699
008","","5","***","","","","","","","","","",".",".",".",".",".",".","."
"","009
699","","6","3.571","33.3","50.0","16.7",".",".",".",".",".",".",".",".",".",".",".",".","."
"","699
010","","8","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","699
012","","8","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","699
013","","7","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","699
024","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"","699
034","","5","***","","","","","","","","","",".",".",".",".",".",".","."
"","699
045","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"","699
050","","7","3.577","71.4","14.3",".","14.3",".",".",".",".",".",".",".",".",".",".",".","."
"","699
058","","7","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","699
067","","7","3.844","57.1","28.6",".",".",".",".",".",".",".",".",".",".","14.3",".",".","."
"","699
069","","7","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","699
070","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"","699
071","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"","699
076","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"","699
080","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"","699
098","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"Independent Study","Course Total","","98","3.769","77.6","8.2","6.1","2.0","1.0",".","2.0",".",".",".",".",".","2.0",".","1.0","."
"Graduate Painting I","722
001","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"Grad Intaglio Printmaking I","726
001","","5","***","","","","","","","","","",".",".",".",".",".",".","."
"Grad Graphics Workshop I","736
001","","4","***","","","","","","","","","",".",".",".",".",".",".","."
"Grad Intaglio Printmakng II","826
001","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"Grad Graphics Workshop II","836
001","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"","908
001","","6","3.833","66.7","33.3",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","908
002","","11","3.818","72.7","18.2","9.1",".",".",".",".",".",".",".",".",".",".",".",".","."
"","908
003","","9","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","908
004","","12","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","908
005","","16","4.000","93.8",".",".",".",".",".",".","6.3",".",".",".",".",".",".",".","."
"Seminar-Art","Course Total","","54","3.943","88.9","7.4","1.9",".",".",".",".","1.9",".",".",".",".",".",".",".","."
"","002
912","","6","3.912","83.3","16.7",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","912
005","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"","912
010","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"Adv Research-Drawing","Course Total","","8","3.935","87.5","12.5",".",".",".",".",".",".",".",".",".",".",".",".",".","."
