"","","","","","","","","(Non-Cross Listed)","","","","","","","","","","","",""
"L&S","","","","","","","","","","","","","","","","","","","",""
"MEDIEVAL STUDIES","Section","","#","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","P","I","NW","NR","Other"
"","","","Grades","GPA","","","","","","","","","","","","","","","",""
"633
MEDIEVAL","","","","","","","","","","","","","","","","","","","",""
"Medvl Crusade: Fact&Fantasy","309","001","5","***","","","","","","","","","",".",".",".",".",".",".","."
"Old English","320","001","4","***","","","","","","","","","",".",".",".",".",".",".","."
"In Trans:Mythlgy-Scandnavia","342","001","4","***","","","","","","","","","",".",".",".",".",".",".","."
"The Anglo-Saxons","360","001","3","***","","","","","","","","","",".",".",".",".",".",".","."
"A Theme-Medieval Eng Lit","362","001","5","***","","","","","","","","","",".",".",".",".",".",".","."
"Roots-Christian Monasticism","366","001","7","3.380","42.9","14.3","28.6","14.3",".",".",".",".",".",".",".",".",".",".",".","."
"Chaucer's Canterbury Tales","367","001","1","***","","","","","","","","","",".",".",".",".",".",".","."
"Survey of Medieval Lit","421","001","2","***","","","","","","","","","",".",".",".",".",".",".","."
"Kalevala&Finnish Folk-Lore","444","001","3","***","","","","","","","","","",".",".",".",".",".",".","."
"MEDIEVAL
633","","Dept. Total","34","3.552","50.0","17.6","20.6","2.9",".","2.9",".","2.9",".",".",".",".",".","2.9",".","."
