"","999
084","4","***","","","","","","","","","","","",".",".","",".",".",".",".","."
"","999
093","2","***","","","","","","","","","","","",".",".","",".",".",".",".","."
"","999
095","3","***","","","","","","","","","","","",".",".","",".",".",".",".","."
"Independent Reading","Course Total","28","4.000","85.7",".",".",".",".","",".",".","3.6","",".",".","",".","7.1",".",".","3.6","."
"CURRIC
272","Dept. Total","2433","3.896","66.4","8.0","2.1","0.5","0.2","",".","0.2","2.5","",".","18.1","",".","1.0","0.9",".","0.1","0.0"
"Summary by Level","","#","Ave","A","AB","B","BC","C","D","","F","S","U","","CR","N","","P","I","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","","","","",""
"272
CURRIC","","","","","","","","","","","","","","","","","","","","","",""
"Freshmen","","8","4.000","100.0",".",".",".",".","",".",".",".","",".",".","",".",".",".",".",".","."
"Sophomore","","61","3.833","82.0","8.2","4.9","3.3",".","",".",".",".","",".","1.6","",".",".",".",".",".","."
"Junior","","277","3.835","72.2","12.3","4.3","0.4","0.4","",".","0.7",".","",".","9.7","",".",".",".",".",".","."
"Senior","","1473","3.886","62.1","8.2","2.1","0.5","0.3","",".","0.1",".","",".","26.7","",".",".",".",".",".","0.1"
"Undergraduates","","1819","3.875","64.4","8.8","2.5","0.5","0.3","",".","0.2",".","",".","23.1","",".",".",".",".",".","0.1"
"Special","","131","3.927","71.8","7.6","0.8","0.8",".","",".",".","1.5","",".","15.3","",".",".","1.5",".","0.8","."
"Graduate","","483","3.961","72.3","5.0","0.6",".",".","",".",".","12.4","",".",".","",".","5.2","4.3",".","0.2","."
"","Dept. Total","2433","3.896","66.4","8.0","2.1","0.5","0.2","",".","0.2","2.5","",".","18.1","",".","1.0","0.9",".","0.1","0.0"
