"BOTANY","Section","","#","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","P","I","NW","NR","Other"
"","","","Grades","GPA","","","","","","","","","","","","","","","",""
"208
BOTANY","","","","","","","","","","","","","","","","","","","",""
"Plants, Parasites, & People","123","001","86","2.965","15.1","15.1","34.9","17.4","15.1","1.2",".",".",".",".",".",".",".",".",".","1.2"
"General Botany","130","001","183","2.914","16.4","20.8","27.3","12.6","17.5","1.6","2.7",".",".",".",".",".",".",".",".","1.1"
"","151","001","19","2.921","21.1","15.8","31.6","10.5","10.5","10.5",".",".",".",".",".",".",".",".",".","."
"","151","002","20","3.050","20.0","20.0","25.0","20.0","15.0",".",".",".",".",".",".",".",".",".",".","."
"","151","003","9","3.500","44.4","11.1","44.4",".",".",".",".",".",".",".",".",".",".",".",".","."
"Introductory Biology","","Course Total","48","3.083","25.0","16.7","31.3","12.5","10.4","4.2",".",".",".",".",".",".",".",".",".","."
"Introductory Biology","152","001","12","2.921","8.3","8.3","58.3",".","25.0",".",".",".",".",".",".",".",".",".",".","."
"Heredity","160","001","13","2.308","7.7",".","30.8","15.4","30.8","7.7","7.7",".",".",".",".",".",".",".",".","."
"Plants and Man","240","001","84","2.913","23.8","7.1","34.5","4.8","22.6","6.0",".","1.2",".",".",".",".",".",".",".","."
"Introductory Ecology","260","001","113","3.058","28.3","12.4","33.6","6.2","13.3","3.5","1.8",".",".",".",".",".",".","0.9",".","."
"Plant Anatomy","300","001","35","3.235","37.1","8.6","28.6","8.6","14.3",".",".","2.9",".",".",".",".",".",".",".","."
"Microtechnique","329","001","7","3.714","57.1","28.6","14.3",".",".",".",".",".",".",".",".",".",".",".",".","."
"Algae","330","001","13","3.731","76.9","7.7",".","15.4",".",".",".",".",".",".",".",".",".",".",".","."
"Intro to Plant Physiology","350","001","12","3.125","25.0","33.3","16.7","8.3","8.3","8.3",".",".",".",".",".",".",".",".",".","."
"Plant Systematics","400","001","59","3.492","44.1","25.4","22.0","1.7","6.8",".",".",".",".",".",".",".",".",".",".","."
"","402","001","12","3.182","25.0","16.7","25.0","16.7","8.3",".",".","8.3",".",".",".",".",".",".",".","."
"","402","002","6","3.083","16.7","16.7","33.3","33.3",".",".",".",".",".",".",".",".",".",".",".","."
"Dendrology","","Course Total","18","3.147","22.2","16.7","27.8","22.2","5.6",".",".","5.6",".",".",".",".",".",".",".","."
"Field Collectns&Identifictn","403","031","2","***","","","","","","","","","",".",".",".",".",".",".","."
"Tropical Plant Diversity","430","001","12","3.625","33.3","58.3","8.3",".",".",".",".",".",".",".",".",".",".",".",".","."
"The Vegetation of Wisconsin","455","001","21","3.381","28.6","28.6","33.3","9.5",".",".",".",".",".",".",".",".",".",".",".","."
"General Ecology","460","001","30","3.383","50.0","10.0","23.3",".","16.7",".",".",".",".",".",".",".",".",".",".","."
"General Genetics","466","001","8","2.750","25.0","25.0","12.5",".","12.5","25.0",".",".",".",".",".",".",".",".",".","."
"Fungal Ecol & Biotechnology","636","001","1","***","","","","","","","","","",".",".",".",".",".",".","."
"Capstone-Field Biology I","639","001","3","***","","","","","","","","","",".",".",".",".",".",".","."
"Senior Honors Thesis","681","015","1","***","","","","","","","","","",".",".",".",".",".",".","."
"Senior Honors Thesis","682","042","1","***","","","","","","","","","",".",".",".",".",".",".","."
"","691","004","1","***","","","","","","","","","",".",".",".",".",".",".","."
"","691","005","1","***","","","","","","","","","",".",".",".",".",".",".","."
"","691","020","1","***","","","","","","","","","",".",".",".",".",".",".","."
"","691","028","1","***","","","","","","","","","",".",".",".",".",".",".","."
"","691","041","1","***","","","","","","","","","",".",".",".",".",".",".","."
"","691","042","1","***","","","","","","","","","",".",".",".",".",".",".","."
"","691","044","1","***","","","","","","","","","",".",".",".",".",".",".","."
"Senior Thesis","","Course Total","7","3.625","42.9","28.6","28.6",".",".",".",".",".",".",".",".",".",".",".",".","."
"Directed Study","698","022","1","***","","","","","","","","","",".",".",".",".",".",".","."
"","699","004","3","***","","","","","","","","","",".",".",".",".",".",".","."
"","699","005","1","***","","","","","","","","","",".",".",".",".",".",".","."
"","699","006","8","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","699","007","2","***","","","","","","","","","",".",".",".",".",".",".","."
"","699","015","1","***","","","","","","","","","",".",".",".",".",".",".","."
"","699","020","2","***","","","","","","","","","",".",".",".",".",".",".","."
