"BIOCHEMISTRY","Section","#","","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","P","I","NW","NR","Other"
"","","Grades","","GPA","","","","","","","","","","","","","","","",""
"200
BIOCHEM","","","","","","","","","","","","","","","","","","","",""
"699","055","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"699","059","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"699","060","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"699","062","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"699","063","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"Special Problems","Course Total","","10","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"711
Sequence Analysis","001","","22","3.310","13.6","40.9","36.4",".","4.5",".",".","4.5",".",".",".",".",".",".",".","."
"712
Sequence Analysis Lab","001","","13","3.615","38.5","46.2","15.4",".",".",".",".",".",".",".",".",".",".",".",".","."
"724
Mechanisms of Enzyme Action","001","","9","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"800
Prac Nuc Mag Resonance Thry","001","","4","***","","","","","","","","","",".",".",".",".",".",".","."
"840
Regul Mechanisms-Plant Dev","001","","7","3.857","71.4","28.6",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"901
Smr-Nutr&Metabolism (Adv)","001","","15","3.808","53.3","33.3",".",".",".",".",".","13.3",".",".",".",".",".",".",".","."
"903
Smr-Membrane Biochem (Adv)","001","","15","3.615","33.3","40.0","13.3",".",".",".",".","13.3",".",".",".",".",".",".",".","."
"905
Smr-Biomolec Structur (Adv)","001","","29","3.615","17.2","20.7","6.9",".",".",".",".","55.2",".",".",".",".",".",".",".","."
"908
Smr:Nitrogen Fixation (Adv)","001","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"909
Smr-Enzymology (Advanced)","001","","10","3.900","90.0",".","10.0",".",".",".",".",".",".",".",".",".",".",".",".","."
"910
Smr-Molecular Virolgy (Adv)","001","","14","",".",".",".",".",".",".",".","92.9","7.1",".",".",".",".",".",".","."
"911
Smr:Molec Mech-Hormone Act","001","","11","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"912
Smr-Molec Mech of Develpmnt","001","","12","3.682","50.0","25.0","16.7",".",".",".",".","8.3",".",".",".",".",".",".",".","."
"914
Smr-Molecular Biosci (Adv)","001","","19","4.000","21.1",".",".",".",".",".",".","78.9",".",".",".",".",".",".",".","."
"932
Biotechnol Traing Prgm Smr","001","","17","3.750","70.6",".","23.5",".",".",".",".",".",".",".",".",".","5.9",".",".","."
"990","008","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"990","010","","7","",".",".",".",".",".",".",".","28.6",".",".",".","71.4",".",".",".","."
"990","018","","14","",".",".",".",".",".",".",".","78.6",".",".",".","21.4",".",".",".","."
"990","022","","5","***","","","","","","","","","",".",".",".",".",".",".","."
"990","033","","3","***","","","","","","","","","",".",".",".",".",".",".","."
"990","037","","5","***","","","","","","","","","",".",".",".",".",".",".","."
"990","038","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"990","039","","3","***","","","","","","","","","",".",".",".",".",".",".","."
"990","040","","4","***","","","","","","","","","",".",".",".",".",".",".","."
"990","041","","5","***","","","","","","","","","",".",".",".",".",".",".","."
"990","042","","4","***","","","","","","","","","",".",".",".",".",".",".","."
"990","043","","4","***","","","","","","","","","",".",".",".",".",".",".","."
"990","044","","11","",".",".",".",".",".",".",".","100.0",".",".",".",".",".",".",".","."
"990","045","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"990","046","","7","",".",".",".",".",".",".",".","28.6",".",".",".","71.4",".",".",".","."
"990","049","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"990","050","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"990","051","","7","",".",".",".",".",".",".",".","100.0",".",".",".",".",".",".",".","."
"990","053","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"990","054","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"990","055","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"990","056","","5","***","","","","","","","","","",".",".",".",".",".",".","."
"990","057","","6","",".",".",".",".",".",".",".","100.0",".",".",".",".",".",".",".","."
"April 01, 2013","","","","","","","","","","","","","","","","","","","","Page 12 of 382"
