"MUSIC","Section","#","","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","P","I","NW","NR","Other"
"","","Grades","","GPA","","","","","","","","","","","","","","","",""
"660
MUSIC","","","","","","","","","","","","","","","","","","","",""
"The Musical Experience","101
001","","164","3.288","31.7","21.3","22.0","9.1","7.9","0.6","0.6","4.9",".",".",".",".",".","1.2",".","0.6"
"Intro-Mus Cult of the World","103
001","","50","3.312","42.0","10.0","26.0","4.0","6.0","2.0","2.0","8.0",".",".",".",".",".",".",".","."
"The Symphony","106
001","","76","3.035","25.0","13.2","28.9","11.8","10.5","3.9","1.3","5.3",".",".",".",".",".",".",".","."
"Intro to Music Technology","110
001","","5","***","","","","","","","","","",".",".",".",".",".",".","."
"","111
001","","22","3.432","36.4","22.7","36.4",".","4.5",".",".",".",".",".",".",".",".",".",".","."
"","111
002","","25","3.646","48.0","28.0","20.0",".",".",".",".","4.0",".",".",".",".",".",".",".","."
"Elements of Music","Course Total","","47","3.543","42.6","25.5","27.7",".","2.1",".",".","2.1",".",".",".",".",".",".",".","."
"Music in Performance","113
001","","491","3.939","87.4","4.1","1.4","0.4","0.4",".","0.2","5.9",".",".",".",".",".","0.2",".","."
"","121
001","","26","3.160","11.5","23.1","46.2","15.4",".",".",".",".",".",".",".",".",".",".",".","3.8"
"","121
002","","31","3.048","16.1","22.6","38.7","12.9","6.5",".","3.2",".",".",".",".",".",".",".",".","."
"Musica Practica 1","Course Total","","57","3.098","14.0","22.8","42.1","14.0","3.5",".","1.8",".",".",".",".",".",".",".",".","1.8"
"Basic Concepts-Music Theory","151
001","","34","3.574","67.6","8.8","14.7",".","5.9",".","2.9",".",".",".",".",".",".",".",".","."
"","171
101","","15","3.433","26.7","33.3","40.0",".",".",".",".",".",".",".",".",".",".",".",".","."
"","102
171","","11","3.300","27.3","36.4","9.1",".","18.2",".",".",".",".",".",".",".",".",".",".","9.1"
"","171
103","","12","3.375","16.7","41.7","41.7",".",".",".",".",".",".",".",".",".",".",".",".","."
"","104
171","","9","3.000","22.2","33.3","22.2","11.1",".",".","11.1",".",".",".",".",".",".",".",".","."
"","171
105","","10","3.450","40.0","20.0","30.0","10.0",".",".",".",".",".",".",".",".",".",".",".","."
"Musica Pract:Aural Skills 1","Course Total","","57","3.330","26.3","33.3","29.8","3.5","3.5",".","1.8",".",".",".",".",".",".",".",".","1.8"
"The Big Bands","001
205","","298","3.343","23.2","36.9","22.1","10.1","2.0",".","0.7","4.4",".",".",".",".","0.3",".","0.3","."
"Survey-Hist Western Music","211
001","","77","3.000","26.0","13.0","26.0","13.0","15.6","5.2",".","1.3",".",".",".",".",".",".",".","."
"","221
001","","34","3.091","8.8","35.3","35.3","11.8","2.9",".","2.9",".",".",".",".",".","2.9",".",".","."
"","002
221","","37","3.270","24.3","35.1","21.6","13.5","2.7","2.7",".",".",".",".",".",".",".",".",".","."
"Musica Practica 3","Course Total","","71","3.186","16.9","35.2","28.2","12.7","2.8","1.4","1.4",".",".",".",".",".","1.4",".",".","."
"","253
001","","11","3.909","81.8","18.2",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","002
253","","14","3.786","64.3","28.6","7.1",".",".",".",".",".",".",".",".",".",".",".",".","."
"Conducting","Course Total","","25","3.840","72.0","24.0","4.0",".",".",".",".",".",".",".",".",".",".",".",".","."
"Opera Workshop","257
001","","14","3.714","57.1","28.6","14.3",".",".",".",".",".",".",".",".",".",".",".",".","."
"","262
001","","9","4.000","88.9",".",".",".",".",".",".",".",".",".",".",".",".",".","11.1","."
"","262
002","","15","4.000","86.7",".",".",".",".",".",".",".",".",".",".",".",".",".","13.3","."
"","262
003","","4","***","","","","","","","","","",".",".",".",".",".",".","."
"Jazz Ensemble","Course Total","","28","4.000","89.3",".",".",".",".",".",".",".",".",".",".",".",".",".","10.7","."
"Ensemble-Voice","263
001","","5","***","","","","","","","","","",".",".",".",".",".",".","."
"","264
001","","28","3.964","96.4",".","3.6",".",".",".",".",".",".",".",".",".",".",".",".","."
"","264
002","","6","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"Ensemble: Wisconsin Singers","Course Total","","34","3.971","97.1",".","2.9",".",".",".",".",".",".",".",".",".",".",".",".","."
"","265
001","","4","***","","","","","","","","","",".",".",".",".",".",".","."
"","265
002","","3","***","","","","","","","","","",".",".",".",".",".",".","."
"","265
003","","5","***","","","","","","","","","",".",".",".",".",".",".","."
"","265
005","","4","***","","","","","","","","","",".",".",".",".",".",".","."
"Ensemble-Woodwind","Course Total","","16","3.833","62.5","31.3",".",".",".",".",".",".",".",".",".",".",".",".","6.3","."
"Black Music Ensemble","266
001","","12","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","267
001","","9","3.889","88.9",".","11.1",".",".",".",".",".",".",".",".",".",".",".",".","."
"","267
002","","7","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"April 01, 2013","","","","","","","","","","","","","","","","","","","Page 248 of 382",""
