"COMPUTER SCIENCES","Section","#","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","P","I","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","",""
"266
COMP SCI","","","","","","","","","","","","","","","","","","",""
"","110
001","18","",".",".",".",".",".",".",".",".",".","83.3","16.7",".",".",".",".","."
"","002
110","21","",".",".",".",".",".",".",".",".",".","85.7","14.3",".",".",".",".","."
"","110
003","19","",".",".",".",".",".",".",".",".",".","78.9","21.1",".",".",".",".","."
"","004
110","18","",".",".",".",".",".",".",".","5.6",".","72.2","22.2",".",".",".",".","."
"","110
005","21","",".",".",".",".",".",".",".",".",".","81.0","19.0",".",".",".",".","."
"","110
006","18","",".",".",".",".",".",".",".",".",".","72.2","27.8",".",".",".",".","."
"","110
007","17","",".",".",".",".",".",".",".",".",".","100.0",".",".",".",".",".","."
"","110
008","20","",".",".",".",".",".",".",".",".",".","80.0","20.0",".",".",".",".","."
"","110
009","20","",".",".",".",".",".",".",".",".",".","85.0","15.0",".",".",".",".","."
"","110
010","17","",".",".",".",".",".",".",".",".",".","82.4","17.6",".",".",".",".","."
"","110
011","19","",".",".",".",".",".",".",".",".",".","63.2","31.6",".",".",".",".","5.3"
"","110
012","20","",".",".",".",".",".",".",".",".",".","65.0","35.0",".",".",".",".","."
"Elementary Programming","Course Total","228","",".",".",".",".",".",".",".","0.4",".","78.9","20.2",".",".",".",".","0.4"
"","001
133","46","",".",".",".",".",".",".",".",".",".","89.1","10.9",".",".",".",".","."
"","133
002","52","",".",".",".",".",".",".",".",".",".","92.3","5.8",".",".",".",".","1.9"
"","133
003","69","",".",".",".",".",".",".",".",".",".","81.2","18.8",".",".",".",".","."
"","133
004","71","",".",".",".",".",".",".",".",".",".","84.5","14.1",".",".",".",".","1.4"
"Intro to Computer Applications","Course Total","238","",".",".",".",".",".",".",".",".",".","86.1","13.0",".",".",".",".","0.8"
"","134
001","201","",".",".",".",".",".",".",".",".",".","88.6","9.0",".",".","1.5",".","1.0"
"","002
134","247","",".",".",".",".",".",".",".",".",".","85.4","9.3",".",".","5.3",".","."
"","134
003","272","",".",".",".",".",".",".",".",".",".","81.6","15.8",".",".","2.6",".","."
"Intro-Computer Based Data","Course Total","720","",".",".",".",".",".",".",".",".",".","84.9","11.7",".",".","3.2",".","0.3"
"","135
001","162","",".",".",".",".",".",".",".",".",".","88.3","9.9",".",".","1.2",".","0.6"
"","135
002","240","",".",".",".",".",".",".",".",".",".","94.6","1.7",".",".","3.8",".","."
"","135
003","257","",".",".",".",".",".",".",".",".",".","90.7","4.7",".",".","4.7",".","."
"Intro-Word Process,Desktop Pub","Course Total","659","",".",".",".",".",".",".",".",".",".","91.5","4.9",".",".","3.5",".","0.2"
"","136
001","171","",".",".",".",".",".",".",".",".",".","83.6","9.9",".",".","4.1",".","2.3"
"","136
002","242","",".",".",".",".",".",".",".",".",".","87.2","9.5",".",".","1.7",".","1.7"
"","136
003","246","",".",".",".",".",".",".",".",".",".","89.8","4.9",".",".","4.9",".","0.4"
"Intro-Web Page","Course Total","659","",".",".",".",".",".",".",".",".",".","87.3","7.9",".",".","3.5",".","1.4"
"","001
302","113","2.575","14.2","8.8","27.4","14.2","23.0","6.2","6.2",".",".",".",".",".",".",".",".","."
"","302
002","128","2.714","14.8","14.1","23.4","11.7","22.7","9.4","0.8","0.8","0.8",".",".",".",".",".",".","1.6"
"","003
302","16","2.733","18.8","6.3","37.5","6.3","12.5","6.3","6.3","6.3",".",".",".",".",".",".",".","."
"","004
302","19","2.974","26.3","21.1","21.1","5.3","21.1",".","5.3",".",".",".",".",".",".",".",".","."
"","302
005","16","2.438","12.5","12.5","18.8","12.5","25.0","12.5","6.3",".",".",".",".",".",".",".",".","."
"","302
006","17","2.750","11.8","5.9","29.4","17.6","29.4",".",".","5.9",".",".",".",".",".",".",".","."
"","007
302","16","2.900","25.0","18.8","25.0",".","12.5","6.3","6.3","6.3",".",".",".",".",".",".",".","."
"","008
302","11","2.636","27.3","9.1","27.3","9.1","9.1",".","18.2",".",".",".",".",".",".",".",".","."
"","302
009","16","2.563","12.5","12.5","37.5",".","25.0",".","12.5",".",".",".",".",".",".",".",".","."
"","010
302","12","2.917","33.3",".","25.0",".","41.7",".",".",".",".",".",".",".",".",".",".","."
"","011
302","12","2.000",".","16.7","8.3","16.7","25.0","8.3","16.7","8.3",".",".",".",".",".",".",".","."
"","302
012","20","2.972","20.0","15.0","30.0",".","20.0","5.0",".","10.0",".",".",".",".",".",".",".","."
"","302
013","14","2.769","21.4","14.3","14.3",".","35.7","7.1",".","7.1",".",".",".",".",".",".",".","."
"","302
014","17","2.567","23.5","17.6","5.9",".","23.5","5.9","11.8",".","5.9",".",".",".",".",".",".","5.9"
"","015
302","22","2.795","18.2","9.1","40.9","4.5","18.2","4.5","4.5",".",".",".",".",".",".",".",".","."
"April 01, 2013","","","","","","","","","","","","","","","","","","Page 182 of 382",""
