"EGR","","","","","","","","","","","","","","","","","","","","","","","",""
"BIOMEDICAL ENGINEERING","Section","#","Ave","A","AB","B","BC","C","","D","","F","","S","U","","CR","N","","P","I","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","","","","","","",""
"207
B M E","","","","","","","","","","","","","","","","","","","","","","","",""
"B M E
207","Dept. Total","203","3.714","45.3","30.0","11.8","1.0","",".","",".","",".","10.8","",".",".","",".","0.5",".",".","0.5","."
"Summary by Level","","#","Ave","A","AB","B","BC","C","","D","","F","","S","U","","CR","N","","P","I","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","","","","","","",""
"207
B M E","","","","","","","","","","","","","","","","","","","","","","","",""
"Sophomore","","22","3.500","22.7","54.5","22.7",".","",".","",".","",".",".","",".",".","",".",".",".",".",".","."
"Junior","","76","3.658","47.4","35.5","17.1",".","",".","",".","",".",".","",".",".","",".",".",".",".",".","."
"Senior","","49","3.735","53.1","36.7","8.2","2.0","",".","",".","",".",".","",".",".","",".",".",".",".",".","."
"Undergraduates","","147","3.677","45.6","38.8","15.0","0.7","",".","",".","",".",".","",".",".","",".",".",".",".",".","."
"Graduate","","78","3.821","57.7","5.1","2.6","1.3","",".","",".","",".","28.2","",".",".","",".","1.3","2.6",".","1.3","."
"","Dept. Total","225","3.714","49.8","27.1","10.7","0.9","",".","",".","",".","9.8","",".",".","",".","0.4","0.9",".","0.4","."
