"HUMAN DEVEL & FAMILY STUDI Section","#","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","P","I","NW","NR","Other"
"","Grades","GPA","","","","","","","","","","","","","","","",""
"230
HDFS","","","","","","","","","","","","","","","","","",""
"990
014","5","***","","","","","","","","","",".",".",".",".",".",".","."
"990
017","3","***","","","","","","","","","",".",".",".",".",".",".","."
"990
019","7","",".",".",".",".",".",".",".","57.1",".",".",".","42.9",".",".",".","."
"990
025","2","***","","","","","","","","","",".",".",".",".",".",".","."
"990
048","1","***","","","","","","","","","",".",".",".",".",".",".","."
"Course Total
Research and Thesis","34","",".",".",".",".",".",".",".","76.5",".",".",".","20.6",".","2.9",".","."
"999
005","1","***","","","","","","","","","",".",".",".",".",".",".","."
"999
008","1","***","","","","","","","","","",".",".",".",".",".",".","."
"999
010","1","***","","","","","","","","","",".",".",".",".",".",".","."
"Course Total
Independent Study","3","***","","","","","","","","","","","","","","","",""
"HDFS
Dept. Total
230","986","3.246","30.3","18.8","19.5","10.1","6.3","1.4","1.3","4.4","0.1","6.6",".","0.7",".","0.5",".","."
"Summary by Level","#","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","P","I","NW","NR","Other"
"","Grades","GPA","","","","","","","","","","","","","","","",""
"230
HDFS","","","","","","","","","","","","","","","","","",""
"Sophomore","137","2.948","19.7","19.0","21.9","21.9","10.2","2.2","2.9","0.7","0.7","0.7",".",".",".",".",".","."
"Junior","328","3.158","24.7","24.1","24.4","10.4","7.0","1.5","2.1","0.9",".","4.3",".",".",".","0.6",".","."
"Senior","419","3.333","34.4","16.0","17.7","8.6","6.0","1.4","0.5","3.1",".","11.9",".",".",".","0.5",".","."
"Undergraduates","884","3.200","28.5","19.5","20.8","11.3","7.0","1.6","1.5","1.9","0.1","7.4",".",".",".","0.5",".","."
"Special","7","3.500","42.9","14.3","42.9",".",".",".",".",".",".",".",".",".",".",".",".","."
"Graduate","91","3.849","47.3","12.1","3.3",".",".",".",".","28.6",".",".",".","7.7",".","1.1",".","."
"Prof Yr 3","4","3.375","25.0","25.0","50.0",".",".",".",".",".",".",".",".",".",".",".",".","."
"Professionals","4","3.375","25.0","25.0","50.0",".",".",".",".",".",".",".",".",".",".",".",".","."
"Dept. Total","986","3.246","30.3","18.8","19.5","10.1","6.3","1.4","1.3","4.4","0.1","6.6",".","0.7",".","0.5",".","."
