"","999
051","1","***","","","","","","","","","","",".",".","",".",".",".",".","."
"","999
052","1","***","","","","","","","","","","",".",".","",".",".",".",".","."
"","999
067","2","***","","","","","","","","","","",".",".","",".",".",".",".","."
"Independent Reading","Course Total","27","3.944","81.5","7.4",".",".",".",".",".","7.4","",".",".","",".",".","3.7",".",".","."
"SOC WORK
896","Dept. Total","1250","3.659","61.7","20.4","9.9","3.1","2.2","0.5","0.2","0.8","",".",".","",".","0.6","0.4","0.1","0.1","0.1"
"Summary by Level","","#","Ave","A","AB","B","BC","C","D","F","S","U","","CR","N","","P","I","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","","","",""
"896
SOC WORK","","","","","","","","","","","","","","","","","","","","",""
"Freshmen","","6","3.692","66.7","16.7",".","16.7",".",".",".",".","",".",".","",".",".",".",".",".","."
"Sophomore","","40","2.701","17.5","12.5","30.0","12.5","12.5","7.5","2.5",".","",".",".","",".",".",".","2.5",".","2.5"
"Junior","","197","3.384","42.6","20.8","20.3","9.1","5.6","1.0",".",".","",".",".","",".",".","0.5",".",".","."
"Senior","","268","3.583","51.5","26.5","13.1","3.7","4.1","0.4","0.4","0.4","",".",".","",".",".",".",".",".","."
"Undergraduates","","511","3.433","45.6","23.1","17.0","6.7","5.3","1.2","0.4","0.2","",".",".","",".",".","0.2","0.2",".","0.2"
"Special","","19","3.733","47.4","36.8","5.3",".",".",".",".","5.3","",".",".","",".",".",".",".","5.3","."
"Graduate","","715","3.853","73.6","18.0","4.9","0.7","0.1",".",".","1.1","",".",".","",".","1.0","0.6",".",".","."
"Prof Yr 1","","1","4.000","100.0",".",".",".",".",".",".",".","",".",".","",".",".",".",".",".","."
"Prof Yr 3","","4","3.708","50.0","25.0","25.0",".",".",".",".",".","",".",".","",".",".",".",".",".","."
"Professionals","","5","3.781","60.0","20.0","20.0",".",".",".",".",".","",".",".","",".",".",".",".",".","."
"","Dept. Total","1250","3.659","61.7","20.4","9.9","3.1","2.2","0.5","0.2","0.8","",".",".","",".","0.6","0.4","0.1","0.1","0.1"
