"TERM : 1012","","","","Percentage Distribution of Grades","","","","","","","","","","","","","","Office of the Registrar","",""
"Fall 2000-2001","","","","","","","","","","","","","","","","","","Institutional Reporting","",""
"","","","","University of Wisconsin - Madison","","","","","","","","","","","","","","","",""
"","","","","","","(Non-Cross Listed)","","","","","","","","","","","","","",""
"L&S","","","","","","","","","","","","","","","","","","","",""
"ATMOSPHERIC & OCEANIC SCIE Section","#","Ave","A","AB","B","BC","C","D","F","S","U","","CR","N","","P","I","NW","NR","Other"
"","Grades","GPA","","","","","","","","","","","","","","","","","",""
"640
ATM OCN","","","","","","","","","","","","","","","","","","","",""
"ATM OCN
Dept. Total
640","965","3.054","22.3","19.5","23.1","12.0","13.5","1.8","1.8","4.4","",".","0.7","",".","0.3","0.1","0.3","0.1","0.2"
"Summary by Level","#","Ave","A","AB","B","BC","C","D","F","S","U","","CR","N","","P","I","NW","NR","Other"
"","Grades","GPA","","","","","","","","","","","","","","","","","",""
"640
ATM OCN","","","","","","","","","","","","","","","","","","","",""
"Freshmen","216","2.868","15.7","15.7","25.0","17.6","21.3","3.7","0.9",".","",".",".","",".",".",".",".",".","."
"Sophomore","262","3.078","20.2","23.7","26.7","13.0","12.6","1.9","1.5",".","",".",".","",".",".","0.4",".",".","."
"Junior","201","2.982","22.4","19.4","21.9","13.9","14.9","1.0","4.0","1.0","",".","0.5","",".",".",".","0.5",".","0.5"
"Senior","176","3.153","27.8","20.5","22.2","9.1","11.9","1.1","1.1","1.1","",".","3.4","",".",".",".","1.1",".","0.6"
"Undergraduates","855","3.013","21.2","20.0","24.2","13.6","15.2","2.0","1.9","0.5","",".","0.8","",".",".","0.1","0.4",".","0.2"
"Special","4","4.000","100.0",".",".",".",".",".",".",".","",".",".","",".",".",".",".",".","."
"Graduate","106","3.555","28.3","16.0","15.1",".",".",".","0.9","35.8","",".",".","",".","2.8",".",".","0.9","."
"Dept. Total","965","3.054","22.3","19.5","23.1","12.0","13.5","1.8","1.8","4.4","",".","0.7","",".","0.3","0.1","0.3","0.1","0.2"
