"","601
015","","4","***","","","","","","","","","","","","","","",".",".","",".","",".","",".",".","."
"","601
035","","1","***","","","","","","","","","","","","","","",".",".","",".","",".","",".",".","."
"Internship","Course Total","","5","***","","","","","","","","","","","","","","","","","","","","","","","",""
"Independent Study","699
015","","4","***","","","","","","","","","","","","","","",".",".","",".","",".","",".",".","."
"FAM COM
464","Dept. Total","","43","3.613","39.5","25.6","23.3",".","",".","",".","",".","",".","",".","11.6","",".","",".","",".",".",".","."
"Summary by Level","","#","","Ave","A","AB","B","BC","C","","D","","F","","S","","U","","CR","N","","P","","I","","NW","NR","Other"
"","","Grades","","GPA","","","","","","","","","","","","","","","","","","","","","","","",""
"464
FAM COM","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Freshmen","","","6","3.833","66.7","33.3",".",".","",".","",".","",".","",".","",".",".","",".","",".","",".",".",".","."
"Sophomore","","","1","4.000","100.0",".",".",".","",".","",".","",".","",".","",".",".","",".","",".","",".",".",".","."
"Junior","","","8","3.438","25.0","37.5","37.5",".","",".","",".","",".","",".","",".",".","",".","",".","",".",".",".","."
"Senior","","","28","3.600","35.7","21.4","25.0",".","",".","",".","",".","",".","",".","17.9","",".","",".","",".",".",".","."
"Undergraduates","","","43","3.613","39.5","25.6","23.3",".","",".","",".","",".","",".","",".","11.6","",".","",".","",".",".",".","."
"","Dept. Total","","43","3.613","39.5","25.6","23.3",".","",".","",".","",".","",".","",".","11.6","",".","",".","",".",".",".","."
