"","236
002","9","3.889","77.8","22.2",".",".",".",".",".",".",".","",".",".","",".","",".","",".",".","."
"Bascom Course","Course Total","19","3.737","73.7","10.5","10.5",".","5.3",".",".",".","",".",".","",".","",".","",".",".",".","."
"Contemporary Life Sciences","252
001","252","2.978","23.4","8.3","38.5","6.3","18.3","2.4","1.2","0.8",".","",".",".","",".","",".","","0.4","0.4","."
"Senior Seminar","400
001","16","3.594","50.0","18.8","31.3",".",".",".",".",".",".","",".",".","",".","",".","",".",".","."
"ILS
500","Dept. Total","1631","3.232","23.6","22.0","26.1","7.9","6.0","0.8","0.9","0.3","",".","11.7","",".","",".","",".","0.2","0.2","0.3"
"Summary by Level","","#","Ave","A","AB","B","BC","C","D","F","S","U","","CR","N","","P","","I","","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","","","","","",""
"500
ILS","","","","","","","","","","","","","","","","","","","","","","",""
"Freshmen","","713","3.223","19.5","21.0","21.5","8.3","4.8","0.6","1.0",".","",".","22.9","",".","",".","",".","0.1",".","0.4"
"Sophomore","","504","3.258","23.8","25.8","30.4","8.9","5.0","0.2","0.8",".","",".","4.6","",".","",".","",".","0.2",".","0.4"
"Junior","","235","3.209","27.7","20.0","33.6","6.4","7.2","2.1","0.9","0.4","",".","1.7","",".","",".","",".",".",".","."
"Senior","","175","3.215","33.7","18.3","22.3","5.7","12.6","1.7","1.1","2.3","",".","0.6","",".","",".","",".","0.6","1.1","."
"Undergraduates","","1627","3.231","23.5","22.1","26.1","7.9","6.0","0.8","0.9","0.3","",".","11.7","",".","",".","",".","0.2","0.1","0.3"
"Special","","3","3.500","33.3",".","33.3",".",".",".",".",".","",".",".","",".","",".","",".",".","33.3","."
"Graduate","","1","4.000","100.0",".",".",".",".",".",".",".","",".",".","",".","",".","",".",".",".","."
"","Dept. Total","1631","3.232","23.6","22.0","26.1","7.9","6.0","0.8","0.9","0.3","",".","11.7","",".","",".","",".","0.2","0.2","0.3"
