"ACCOUNTING AND INFO SYSTE","Section","#","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","P","I","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","",""
"232
ACCT I S","","","","","","","","","","","","","","","","","","",""
"","310
002","41","3.561","36.6","39.0","24.4",".",".",".",".",".",".",".",".",".",".",".",".","."
"","310
003","34","3.632","58.8","20.6","17.6",".",".","2.9",".",".",".",".",".",".",".",".",".","."
"Managerial Cost Accounting","Course Total","75","3.593","46.7","30.7","21.3",".",".","1.3",".",".",".",".",".",".",".",".",".","."
"Engineerng Economc Analysis","313
001","1","***","","","","","","","","","",".",".",".",".",".",".","."
"Taxatn:Bus & Persnl Planng","329
002","13","3.000","15.4",".","53.8","15.4","7.7",".",".",".","7.7",".",".",".",".",".",".","."
"","340
001","7","3.214","14.3","28.6","42.9","14.3",".",".",".",".",".",".",".",".",".",".",".","."
"","340
002","34","3.176","14.7","20.6","52.9","8.8","2.9",".",".",".",".",".",".",".",".",".",".","."
"","340
003","25","3.280","20.0","24.0","48.0","8.0",".",".",".",".",".",".",".",".",".",".",".","."
"Accounting Systems","Course Total","66","3.220","16.7","22.7","50.0","9.1","1.5",".",".",".",".",".",".",".",".",".",".","."
"","399
005","1","***","","","","","","","","","",".",".",".",".",".",".","."
"","399
136","1","***","","","","","","","","","",".",".",".",".",".",".","."
"Reading & Rsch-Accounting","Course Total","2","***","","","","","","","","","","","","","","","",""
"","406
001","12","3.375","25.0","50.0","8.3","8.3","8.3",".",".",".",".",".",".",".",".",".",".","."
"","002
406","26","3.096","19.2","26.9","23.1","15.4","15.4",".",".",".",".",".",".",".",".",".",".","."
"Advanced Accounting","Course Total","38","3.184","21.1","34.2","18.4","13.2","13.2",".",".",".",".",".",".",".",".",".",".","."
"","001
603","34","3.766","55.9","32.4","5.9",".",".",".",".",".",".",".",".",".",".",".","5.9","."
"","603
002","38","3.662","44.7","42.1","7.9","2.6",".",".",".",".",".",".",".",".",".",".","2.6","."
"","603
003","29","3.672","41.4","51.7","6.9",".",".",".",".",".",".",".",".",".",".",".",".","."
"Analysis-Financial Reports","Course Total","101","3.699","47.5","41.6","6.9","1.0",".",".",".",".",".",".",".",".",".",".","3.0","."
"","001
620","24","3.125","16.7","33.3","25.0","16.7","4.2","4.2",".",".",".",".",".",".",".",".",".","."
"","620
002","41","3.317","26.8","36.6","17.1","12.2","7.3",".",".",".",".",".",".",".",".",".",".","."
"Income Tax Accounting I","Course Total","65","3.246","23.1","35.4","20.0","13.8","6.2","1.5",".",".",".",".",".",".",".",".",".","."
"Income Tax Accounting II","621
001","20","3.400","45.0",".","50.0",".","5.0",".",".",".",".",".",".",".",".",".",".","."
"","630
001","21","3.405","33.3","23.8","33.3","9.5",".",".",".",".",".",".",".",".",".",".",".","."
"","630
002","44","3.420","36.4","22.7","34.1","2.3","4.5",".",".",".",".",".",".",".",".",".",".","."
"","003
630","43","3.291","23.3","27.9","37.2","7.0","4.7",".",".",".",".",".",".",".",".",".",".","."
"Auditing","Course Total","108","3.366","30.6","25.0","35.2","5.6","3.7",".",".",".",".",".",".",".",".",".",".","."
"","700
001","43","3.337","25.6","30.2","41.9",".",".",".","2.3",".",".",".",".",".",".",".",".","."
"","002
700","42","3.488","33.3","31.0","35.7",".",".",".",".",".",".",".",".",".",".",".",".","."
"","700
003","43","3.686","48.8","39.5","11.6",".",".",".",".",".",".",".",".",".",".",".",".","."
"Financial Accounting","Course Total","128","3.504","35.9","33.6","29.7",".",".",".","0.8",".",".",".",".",".",".",".",".","."
"","701
004","1","***","","","","","","","","","",".",".",".",".",".",".","."
"","701
005","1","***","","","","","","","","","",".",".",".",".",".",".","."
"Financial Reporting I","Course Total","2","***","","","","","","","","","","","","","","","",""
"Financial Reporting II","702
001","3","***","","","","","","","","","",".",".",".",".",".",".","."
"","706
001","12","3.708","41.7","58.3",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","706
002","5","***","","","","","","","","","",".",".",".",".",".",".","."
"Adv Financial Reporting","Course Total","17","3.706","41.2","58.8",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","710
001","26","3.596","61.5","15.4","15.4","3.8",".","3.8",".",".",".",".",".",".",".",".",".","."
"","002
710","26","3.577","46.2","26.9","23.1","3.8",".",".",".",".",".",".",".",".",".",".",".","."
"Managerial Accounting","Course Total","52","3.587","53.8","21.2","19.2","3.8",".","1.9",".",".",".",".",".",".",".",".",".","."
"Rsch&Adm Issues-Taxation","724
001","11","3.909","81.8","18.2",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"Income Taxatn&Bus Decisions","729
001","24","3.630","54.2","12.5","29.2",".",".",".",".",".",".",".",".",".",".",".",".","4.2"
