"ACCOUNTING AND INFO SYSTE","Section","#","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","P","I","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","",""
"232
ACCT I S","","","","","","","","","","","","","","","","","","",""
"","100
001","23","2.150","8.7",".","43.5","4.3","13.0","13.0","17.4",".",".",".",".",".",".",".",".","."
"","100
002","26","2.269","11.5","7.7","30.8",".","19.2","23.1","7.7",".",".",".",".",".",".",".",".","."
"","100
003","27","2.981","29.6","3.7","40.7","7.4","11.1","3.7","3.7",".",".",".",".",".",".",".",".","."
"","100
004","17","2.412","11.8",".","52.9",".","17.6",".","17.6",".",".",".",".",".",".",".",".","."
"","100
005","30","2.783","20.0","3.3","40.0","6.7","20.0","10.0",".",".",".",".",".",".",".",".",".","."
"","100
006","22","3.159","22.7","18.2","45.5","4.5","4.5","4.5",".",".",".",".",".",".",".",".",".","."
"","100
007","29","3.155","27.6","6.9","51.7","3.4","6.9","3.4",".",".",".",".",".",".",".",".",".","."
"","100
008","25","3.140","28.0","4.0","52.0",".","16.0",".",".",".",".",".",".",".",".",".",".","."
"","100
009","33","2.667","12.1","12.1","45.5","6.1","9.1","6.1","9.1",".",".",".",".",".",".",".",".","."
"","010
100","26","2.904","19.2","7.7","50.0","3.8","11.5","3.8","3.8",".",".",".",".",".",".",".",".","."
"","011
100","35","3.200","34.3","11.4","37.1",".","14.3","2.9",".",".",".",".",".",".",".",".",".","."
"","100
012","34","2.794","11.8","8.8","50.0","2.9","20.6","2.9","2.9",".",".",".",".",".",".",".",".","."
"","100
013","30","2.750","20.0","6.7","36.7","3.3","23.3","6.7","3.3",".",".",".",".",".",".",".",".","."
"","100
014","32","2.797","18.8","3.1","53.1",".","12.5","9.4","3.1",".",".",".",".",".",".",".",".","."
"","100
015","22","2.432","4.5",".","54.5","4.5","13.6","22.7",".",".",".",".",".",".",".",".",".","."
"","100
016","23","2.717","30.4","8.7","21.7","4.3","17.4","8.7","8.7",".",".",".",".",".",".",".",".","."
"","100
017","34","2.765","23.5","2.9","41.2","2.9","17.6","5.9","5.9",".",".",".",".",".",".",".",".","."
"Introductory Accounting","Course Total","468","2.789","20.1","6.4","43.8","3.2","14.7","7.3","4.5",".",".",".",".",".",".",".",".","."
"","211
001","36","3.125","30.6","16.7","30.6","2.8","13.9","5.6",".",".",".",".",".",".",".",".",".","."
"","211
002","32","3.109","15.6","34.4","18.8","18.8","12.5",".",".",".",".",".",".",".",".",".",".","."
"","211
003","25","3.240","32.0","16.0","32.0","8.0","12.0",".",".",".",".",".",".",".",".",".",".","."
"","004
211","37","3.081","16.2","32.4","16.2","21.6","13.5",".",".",".",".",".",".",".",".",".",".","."
"","005
211","42","3.119","14.3","21.4","45.2","11.9","7.1",".",".",".",".",".",".",".",".",".",".","."
"","211
006","41","3.085","19.5","24.4","34.1","7.3","9.8","4.9",".",".",".",".",".",".",".",".",".","."
"","007
211","26","3.154","26.9","15.4","30.8","15.4","11.5",".",".",".",".",".",".",".",".",".",".","."
"","211
008","34","3.265","23.5","23.5","47.1",".","2.9","2.9",".",".",".",".",".",".",".",".",".","."
"","211
009","33","3.424","39.4","12.1","45.5",".","3.0",".",".",".",".",".",".",".",".",".",".","."
"","211
010","36","3.097","19.4","19.4","38.9","11.1","8.3","2.8",".",".",".",".",".",".",".",".",".","."
"","211
011","25","3.080","28.0","12.0","36.0","12.0","8.0",".","4.0",".",".",".",".",".",".",".",".","."
"Prin of Managerial Acctg","Course Total","367","3.158","23.4","21.3","34.3","9.8","9.3","1.6","0.3",".",".",".",".",".",".",".",".","."
"","300
001","30","2.879","23.3","16.7","20.0","13.3","13.3","6.7","3.3","3.3",".",".",".",".",".",".",".","."
"","002
300","37","2.797","16.2","24.3","10.8","10.8","32.4","5.4",".",".",".",".",".",".",".",".",".","."
"","300
003","43","2.725","14.0","11.6","25.6","11.6","25.6",".","4.7","4.7",".",".",".",".",".","2.3",".","."
"","300
004","26","2.846","15.4","11.5","38.5","3.8","26.9","3.8",".",".",".",".",".",".",".",".",".","."
"Accounting Principles","Course Total","136","2.803","16.9","16.2","22.8","10.3","25.0","3.7","2.2","2.2",".",".",".",".",".","0.7",".","."
"","001
301","42","3.024","26.2","7.1","35.7","7.1","23.8",".",".",".",".",".",".",".",".",".",".","."
"","301
002","41","2.756","9.8","22.0","22.0","12.2","29.3","4.9",".",".",".",".",".",".",".",".",".","."
"","003
301","26","2.904","19.2","11.5","30.8","15.4","19.2","3.8",".",".",".",".",".",".",".",".",".","."
"","301
004","36","2.917","16.7","16.7","30.6","11.1","22.2","2.8",".",".",".",".",".",".",".",".",".","."
"","301
005","37","3.054","21.6","13.5","45.9","2.7","10.8","5.4",".",".",".",".",".",".",".",".",".","."
"","006
301","35","2.814","22.9","2.9","34.3","17.1","14.3","5.7","2.9",".",".",".",".",".",".",".",".","."
"Intermediate Accounting I","Course Total","217","2.912","19.4","12.4","33.2","10.6","20.3","3.7","0.5",".",".",".",".",".",".",".",".","."
"","302
001","23","3.130","26.1","13.0","39.1","4.3","17.4",".",".",".",".",".",".",".",".",".",".","."
"","302
002","38","2.934","18.4","5.3","47.4","13.2","13.2",".","2.6",".",".",".",".",".",".",".",".","."
"Intermediate Accounting II","Course Total","61","3.008","21.3","8.2","44.3","9.8","14.8",".","1.6",".",".",".",".",".",".",".",".","."
