"TERM : 1012","","","","","Percentage Distribution of Grades","","","","","","","","","","","","","","","Office of the Registrar","",""
"Fall 2000-2001","","","","","","","","","","","","","","","","","","","","Institutional Reporting","",""
"","","","","","University of Wisconsin - Madison","","","","","","","","","","","","","","","","",""
"","","","","","","","(Non-Cross Listed)","","","","","","","","","","","","","","",""
"ALS","","","","","","","","","","","","","","","","","","","","","",""
"RURAL SOCIOLOGY","Section","#","Ave","A","AB","B","BC","C","D","F","S","U","","CR","N","","P","I","","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","","","","",""
"864
RUR SOC","","","","","","","","","","","","","","","","","","","","","",""
"RUR SOC
864","Dept. Total","148","3.410","37.8","16.2","11.5","4.7","4.7","0.7","2.0","20.9","",".",".","",".","0.7","",".",".","0.7","."
"Summary by Level","","#","Ave","A","AB","B","BC","C","D","F","S","U","","CR","N","","P","I","","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","","","","",""
"864
RUR SOC","","","","","","","","","","","","","","","","","","","","","",""
"Freshmen","","8","3.478","62.5",".","25.0",".","12.5",".",".",".","",".",".","",".",".","",".",".",".","."
"Sophomore","","23","3.271","26.1","34.8","17.4","8.7","13.0",".",".",".","",".",".","",".",".","",".",".",".","."
"Junior","","24","2.980","33.3","16.7","25.0","4.2","8.3","4.2","8.3",".","",".",".","",".",".","",".",".",".","."
"Senior","","40","3.473","47.5","25.0","12.5","10.0","2.5",".","2.5",".","",".",".","",".",".","",".",".",".","."
"Undergraduates","","95","3.304","40.0","23.2","17.9","7.4","7.4","1.1","3.2",".","",".",".","",".",".","",".",".",".","."
"Special","","4","4.000","75.0",".",".",".",".",".",".",".","",".",".","",".",".","",".",".","25.0","."
"Graduate","","49","3.941","30.6","4.1",".",".",".",".",".","63.3","",".",".","",".","2.0","",".",".",".","."
"","Dept. Total","148","3.410","37.8","16.2","11.5","4.7","4.7","0.7","2.0","20.9","",".",".","",".","0.7","",".",".","0.7","."
