"ENGLISH","Section","#","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","P","I","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","",""
"350
ENGLISH","","","","","","","","","","","","","","","","","","",""
"","203
001","16","3.281","25.0","31.3","25.0","12.5","6.3",".",".",".",".",".",".",".",".",".",".","."
"","203
002","17","3.118","11.8","41.2","35.3","5.9",".",".","5.9",".",".",".",".",".",".",".",".","."
"","203
003","17","3.588","23.5","70.6","5.9",".",".",".",".",".",".",".",".",".",".",".",".","."
"","004
203","16","3.500","31.3","37.5","31.3",".",".",".",".",".",".",".",".",".",".",".",".","."
"","203
005","9","3.611","44.4","33.3","22.2",".",".",".",".",".",".",".",".",".",".",".",".","."
"","006
203","17","3.500","35.3","35.3","23.5","5.9",".",".",".",".",".",".",".",".",".",".",".","."
"Creatv Writng:Beg Fict&Poet","Course Total","92","3.418","27.2","42.4","23.9","4.3","1.1",".","1.1",".",".",".",".",".",".",".",".","."
"","207
001","271","3.175","18.8","28.8","31.7","15.5","1.8","0.4","1.8",".",".",".",".",".",".","0.7",".","0.4"
"","002
207","263","2.967","6.5","27.0","40.7","16.0","4.9","2.3","1.9","0.4",".",".",".",".",".","0.4",".","."
"","207
003","273","2.899","3.7","20.5","44.0","23.1","5.9","1.1","1.5",".",".",".",".",".",".","0.4",".","."
"","207
004","244","3.312","27.5","31.1","26.6","8.6","3.7","0.8","0.8",".",".",".",".",".",".","0.4",".","0.4"
"","005
207","276","3.139","15.2","33.3","31.2","12.7","5.1","1.1","1.4",".",".",".",".",".",".",".",".","."
"","007
207","36","3.583","47.2","38.9","5.6",".","8.3",".",".",".",".",".",".",".",".",".",".","."
"","207
092","19","3.184","21.1","47.4","10.5","10.5","5.3",".","5.3",".",".",".",".",".",".",".",".","."
"Intro to Modern Lit, I","Course Total","1382","3.109","15.1","28.7","33.9","14.8","4.4","1.1","1.5","0.1",".",".",".",".",".","0.4",".","0.1"
"","208
001","201","3.317","21.4","34.8","30.8","10.9","0.5",".","0.5",".",".",".",".",".",".","0.5",".","0.5"
"","208
092","142","3.238","20.4","28.9","35.9","8.5","4.2","1.4",".",".",".",".",".",".",".",".",".","0.7"
"Intro Modern Lit, II","Course Total","343","3.278","21.0","32.4","32.9","9.9","2.0","0.6","0.3",".",".",".",".",".",".","0.3",".","0.6"
"","215
001","33","2.955","12.1","33.3","27.3","18.2",".","3.0","6.1",".",".",".",".",".",".",".",".","."
"","002
215","30","3.086","13.3","26.7","30.0","16.7","10.0",".",".","3.3",".",".",".",".",".",".",".","."
"","215
004","84","2.946","9.5","25.0","38.1","19.0","2.4","2.4","3.6",".",".",".",".",".",".",".",".","."
"English Lit before 1800","Course Total","147","2.971","10.9","27.2","34.0","18.4","3.4","2.0","3.4","0.7",".",".",".",".",".",".",".","."
"English Lit 1800-Present","001
216","90","3.303","28.9","32.2","22.2","10.0","3.3",".","2.2",".",".",".",".",".",".","1.1",".","."
"American Lit 1620-Present","217
002","98","3.103","14.3","29.6","33.7","11.2","8.2","1.0","1.0",".",".",".",".",".",".","1.0",".","."
"Shakespearean Drama","219
001","139","2.445","6.5","13.7","33.1","9.4","17.3","10.1","8.6","0.7",".",".",".",".",".",".",".","0.7"
"","236
001","14","3.808","57.1","35.7",".",".",".",".",".",".",".",".",".",".","7.1",".",".","."
"","236
002","16","3.469","37.5","43.8","6.3",".","12.5",".",".",".",".",".",".",".",".",".",".","."
"Bascom Course","Course Total","30","3.621","46.7","40.0","3.3",".","6.7",".",".",".",".",".",".",".","3.3",".",".","."
"Women in Literature","250
001","79","3.329","24.1","36.7","24.1","6.3","3.8",".","1.3","1.3",".",".",".",".",".","2.5",".","."
"Honors: Introductory Lit","281
001","19","3.500","26.3","47.4","26.3",".",".",".",".",".",".",".",".",".",".",".",".","."
"","300
001","12","3.311","33.3","41.7","16.7",".",".",".","8.3",".",".",".",".",".",".",".",".","."
"","300
002","13","3.500","23.1","53.8","23.1",".",".",".",".",".",".",".",".",".",".",".",".","."
"","003
300","16","3.688","56.3","37.5",".",".","6.3",".",".",".",".",".",".",".",".",".",".","."
"Creatv Wrtng:Fic&PoetWkshp","Course Total","41","3.516","39.0","43.9","12.2",".","2.4",".","2.4",".",".",".",".",".",".",".",".","."
"","301
001","16","3.844","68.8","31.3",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","301
002","13","3.654","38.5","53.8","7.7",".",".",".",".",".",".",".",".",".",".",".",".","."
"","301
003","16","3.500","50.0","37.5","6.3",".",".",".","6.3",".",".",".",".",".",".",".",".","."
"","004
301","13","3.846","69.2","30.8",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","301
005","16","3.406","37.5","31.3","12.5","12.5","6.3",".",".",".",".",".",".",".",".",".",".","."
"Intermediate Fiction Wrkshp","Course Total","74","3.642","52.7","36.5","5.4","2.7","1.4",".","1.4",".",".",".",".",".",".",".",".","."
"Intermediate Poetry Workshp","001
302","13","3.846","69.2","30.8",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"Advanced Fiction Workshop","303
001","16","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"Advanced Poetry Workshop","305
001","15","3.967","93.3","6.7",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"Creative Writing: Workshop","307
001","14","3.929","85.7","14.3",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"April 01, 2013","","","","","","","","","","","","","","","","","","Page 195 of 382",""
