"","990
083","2","***","","","","","","","","","",".",".",".",".","",".",".","."
"","990
088","1","***","","","","","","","","","",".",".",".",".","",".",".","."
"","990
090","1","***","","","","","","","","","",".",".",".",".","",".",".","."
"Research","Course Total","37","",".",".",".",".",".",".",".","21.6",".",".",".","78.4","",".",".",".","."
"M&ENVTOX
362","Dept. Total","167","3.301","13.8","13.8","9.6","8.4","3.6","0.6","1.2","31.7",".",".",".","17.4","",".",".",".","."
"Summary by Level","","#","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","P","I","","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","","",""
"362
M&ENVTOX","","","","","","","","","","","","","","","","","","","",""
"Sophomore","","3","2.333",".",".",".","66.7","33.3",".",".",".",".",".",".",".","",".",".",".","."
"Junior","","14","2.679","7.1","14.3","21.4","35.7","14.3","7.1",".",".",".",".",".",".","",".",".",".","."
"Senior","","24","3.000","16.7","12.5","37.5","20.8","8.3",".","4.2",".",".",".",".",".","",".",".",".","."
"Undergraduates","","41","2.849","12.2","12.2","29.3","29.3","12.2","2.4","2.4",".",".",".",".",".","",".",".",".","."
"Special","","17","2.600",".","11.8","11.8","11.8","5.9",".","5.9","52.9",".",".",".",".","",".",".",".","."
"Graduate","","109","3.708","16.5","14.7","1.8",".",".",".",".","40.4",".",".",".","26.6","",".",".",".","."
"","Dept. Total","167","3.301","13.8","13.8","9.6","8.4","3.6","0.6","1.2","31.7",".",".",".","17.4","",".",".",".","."
