"","990
032","5","***","","","","","","","","","",".",".",".",".",".",".","."
"","990
033","1","***","","","","","","","","","",".",".",".",".",".",".","."
"","990
034","2","***","","","","","","","","","",".",".",".",".",".",".","."
"Research","Course Total","62","",".",".",".",".",".",".",".","51.6","1.6",".",".","46.8",".",".",".","."
"FOOD SCI
390","Dept. Total","962","3.200","25.6","21.8","22.3","8.7","6.3","1.0","0.6","4.4","0.1","5.6",".","3.0","0.1","0.1","0.1","0.1"
"Summary by Level","","#","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","P","I","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","",""
"390
FOOD SCI","","","","","","","","","","","","","","","","","","",""
"Freshmen","","107","3.119","21.5","23.4","26.2","9.3","5.6","2.8","0.9",".",".","10.3",".",".",".",".",".","."
"Sophomore","","216","3.236","23.6","26.9","27.8","9.7","4.2","0.9","0.5",".",".","5.1",".",".","0.5","0.5",".","0.5"
"Junior","","252","3.155","27.8","23.8","21.0","12.7","7.9","0.8","0.8","0.8",".","4.4",".",".",".",".",".","."
"Senior","","261","3.171","26.8","19.5","25.3","6.9","9.6","0.8","0.8","2.7",".","7.3",".",".",".",".","0.4","."
"Undergraduates","","836","3.177","25.6","23.2","24.8","9.7","7.2","1.1","0.7","1.1",".","6.2",".",".","0.1","0.1","0.1","0.1"
"Special","","14","3.750","50.0","14.3","14.3",".",".",".",".","7.1",".","14.3",".",".",".",".",".","."
"Graduate","","112","3.539","22.3","12.5","5.4","2.7","0.9","0.9",".","28.6","0.9",".",".","25.9",".",".",".","."
"","Dept. Total","962","3.200","25.6","21.8","22.3","8.7","6.3","1.0","0.6","4.4","0.1","5.6",".","3.0","0.1","0.1","0.1","0.1"
