"ENTOMOLOGY","Section","#","","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","P","I","NW","NR","Other"
"","","Grades","","GPA","","","","","","","","","","","","","","","",""
"355
ENTOM","","","","","","","","","","","","","","","","","","","",""
"201
Insects and Human Culture","001","","60","3.119","31.7","20.0","20.0","3.3","18.3","5.0",".","1.7",".",".",".",".",".",".",".","."
"299
Independent Study","002","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"302
Introduction to Entomology","001","","27","3.167","37.0","14.8","18.5","18.5","7.4",".","3.7",".",".",".",".",".",".",".",".","."
"321
Physiology of Insects","001","","17","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"342
Insect Ecology","001","","12","3.500","50.0","25.0","8.3","8.3","8.3",".",".",".",".",".",".",".",".",".",".","."
"371
Medical Entomology","001","","8","3.500","37.5","37.5","12.5","12.5",".",".",".",".",".",".",".",".",".",".",".","."
"570
Prin-Insect Pest Suppressn","001","","5","***","","","","","","","","","",".",".",".",".",".",".","."
"606
Colloquium in Env Tox","001","","5","***","","","","","","","","","",".",".",".",".",".",".","."
"699","002","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"699","028","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"Special Problems","Course Total","","4","***","","","","","","","","","","","","","","","",""
"701
Advanced Taxonomy","001","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"799","014","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"799","026","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"Pract-Entomology Teaching","Course Total","","2","***","","","","","","","","","","","","","","","",""
"990","002","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"990","004","","7","",".",".",".",".",".",".",".","57.1",".",".",".","42.9",".",".",".","."
"990","009","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"990","010","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"990","014","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"990","016","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"990","017","","4","***","","","","","","","","","",".",".",".",".",".",".","."
"990","018","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"990","020","","3","***","","","","","","","","","",".",".",".",".",".",".","."
"990","026","","6","",".",".",".",".",".",".",".","66.7",".",".",".","33.3",".",".",".","."
"Grad Research & Thesis","Course Total","","29","",".",".",".",".",".",".",".","55.2",".",".",".","41.4",".","3.4",".","."
