"EGR","","","","","","","","","","","","","","","","","","","","","",""
"NUCLEAR ENGINEERING","Section","#","Ave","A","AB","B","BC","C","D","F","","S","U","","CR","N","","P","I","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","","","","",""
"684
N E","","","","","","","","","","","","","","","","","","","","","",""
"N E
684","Dept. Total","141","3.427","30.5","17.0","19.9","7.1","0.7","0.7","",".","13.5","",".","0.7","",".","8.5","0.7",".","0.7","."
"Summary by Level","","#","Ave","A","AB","B","BC","C","D","F","","S","U","","CR","N","","P","I","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","","","","",""
"684
N E","","","","","","","","","","","","","","","","","","","","","",""
"Sophomore","","12","3.591","58.3",".","25.0","8.3",".",".","",".",".","",".",".","",".",".",".",".","8.3","."
"Junior","","22","3.091","18.2","18.2","40.9","18.2",".","4.5","",".",".","",".",".","",".",".",".",".",".","."
"Senior","","19","3.427","36.8","36.8","10.5","10.5","5.3",".","",".",".","",".",".","",".",".",".",".",".","."
"Undergraduates","","53","3.318","34.0","20.8","26.4","13.2","1.9","1.9","",".",".","",".",".","",".",".",".",".","1.9","."
"Graduate","","89","3.535","28.1","14.6","15.7","3.4",".",".","",".","22.5","",".","1.1","",".","13.5","1.1",".",".","."
"","Dept. Total","142","3.427","30.3","16.9","19.7","7.0","0.7","0.7","",".","14.1","",".","0.7","",".","8.5","0.7",".","0.7","."
