"COMPUTER SCIENCES","Section","#","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","P","I","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","",""
"266
COMP SCI","","","","","","","","","","","","","","","","","","",""
"","302
017","15","2.967","26.7","33.3","13.3",".","13.3","6.7","6.7",".",".",".",".",".",".",".",".","."
"","302
019","21","2.619","28.6","4.8","19.0","14.3","14.3","9.5","9.5",".",".",".",".",".",".",".",".","."
"","020
302","16","2.938","25.0","12.5","25.0","12.5","18.8","6.3",".",".",".",".",".",".",".",".",".","."
"Introduction to Programming","Course Total","501","2.694","17.8","12.4","24.8","9.4","22.0","6.4","4.8","1.6","0.4",".",".",".",".",".",".","0.6"
"Prob Solvng Using Computers","310
001","232","3.169","22.4","11.6","46.6","16.8","1.7",".","0.4","0.4",".",".",".",".",".",".",".","."
"","352
001","55","2.722","7.3","18.2","30.9","18.2","16.4","3.6","3.6",".",".",".",".",".",".",".",".","1.8"
"","002
352","59","3.000","20.3","22.0","22.0","22.0","8.5","3.4","1.7",".",".",".",".",".",".",".",".","."
"Digital System Fundamentals","Course Total","114","2.867","14.0","20.2","26.3","20.2","12.3","3.5","2.6",".",".",".",".",".",".",".",".","0.9"
"","001
354","59","2.816","18.6","16.9","25.4","11.9","10.2","11.9","1.7",".",".",".",".",".",".","1.7",".","1.7"
"","002
354","56","2.791","17.9","14.3","19.6","23.2","12.5","10.7",".",".",".",".",".",".",".","1.8",".","."
"","354
004","56","2.726","10.7","25.0","23.2","12.5","10.7","5.4","7.1","3.6",".",".",".",".",".","1.8",".","."
"Machine Organizatn&Progrmng","Course Total","171","2.779","15.8","18.7","22.8","15.8","11.1","9.4","2.9","1.2",".",".",".",".",".","1.8",".","0.6"
"","367
001","53","3.075","26.4","13.2","24.5","20.8","15.1",".",".",".",".",".",".",".",".",".",".","."
"","367
002","69","3.154","18.8","33.3","21.7","20.3","1.4",".","2.9","1.4",".",".",".",".",".",".",".","."
"","004
367","71","2.958","23.9","16.9","25.4","16.9","9.9","2.8","4.2",".",".",".",".",".",".",".",".","."
"","005
367","64","2.857","21.9","17.2","23.4","10.9","17.2","1.6","6.3",".",".",".",".",".",".",".",".","1.6"
"","367
006","46","2.722","30.4","13.0","13.0","10.9","13.0","6.5","10.9",".",".",".",".",".",".",".",".","2.2"
"Intro to Data Structures","Course Total","303","2.967","23.8","19.5","22.1","16.2","10.9","2.0","4.6","0.3",".",".",".",".",".",".",".","0.7"
"","368
001","23","",".",".",".",".",".",".",".",".",".","91.3","8.7",".",".",".",".","."
"","368
002","32","",".",".",".",".",".",".",".",".",".","87.5","12.5",".",".",".",".","."
"","368
003","41","",".",".",".",".",".",".",".",".",".","90.2","9.8",".",".",".",".","."
"Learn New Programming Lang","Course Total","96","",".",".",".",".",".",".",".",".",".","89.6","10.4",".",".",".",".","."
"Tech:Computer-Based Bus Sys","371
001","1","***","","","","","","","","","",".",".",".",".",".",".","."
"Intro to Numerical Methods","001
412","89","2.989","11.2","34.8","15.7","23.6","10.1","2.2","1.1",".",".",".",".",".",".",".",".","1.1"
"","475
001","4","***","","","","","","","","","",".",".",".",".",".",".","."
"","475
002","19","3.184","52.6","5.3","15.8",".","21.1",".","5.3",".",".",".",".",".",".",".",".","."
"Intro-Combinatorics","Course Total","23","3.159","47.8","4.3","17.4",".","21.7",".","4.3",".",".",".",".",".",".",".",".","4.3"
"Numerical Linear Algebra","513
001","13","3.375","53.8","15.4","7.7","7.7",".",".","7.7",".",".",".",".",".",".",".","7.7","."
"Intro-Theoretical Comp Sci","520
001","36","3.097","41.7","16.7","19.4","2.8","5.6","8.3","5.6",".",".",".",".",".",".",".",".","."
"Linear Programming Methods","525
001","77","3.158","44.2","9.1","19.5","9.1","9.1","3.9","3.9",".",".",".",".",".",".","1.3",".","."
"Image Processing","533
001","10","3.050","40.0",".","30.0","10.0","10.0","10.0",".",".",".",".",".",".",".",".",".","."
"Intro-Progm Langs&Compilers","536
001","51","3.180","37.3","7.8","23.5","23.5","3.9","2.0",".","2.0",".",".",".",".",".",".",".","."
"","537
001","61","3.009","24.6","13.1","21.3","29.5","3.3","4.9",".","3.3",".",".",".",".",".",".",".","."
"","537
002","59","3.221","30.5","16.9","32.2","10.2","10.2",".",".",".",".",".",".",".",".",".",".","."
"Intro to Operating Systems","Course Total","120","3.114","27.5","15.0","26.7","20.0","6.7","2.5",".","1.7",".",".",".",".",".",".",".","."
"Intro-Artificl Intelligence","540
001","54","3.128","29.6","18.5","20.4","20.4","9.3","1.9",".",".",".",".",".",".",".",".",".","."
"Natural Lang & Computing","545
001","21","3.647","57.1","19.0",".",".",".",".","4.8",".",".",".",".",".",".",".","14.3","4.8"
"Comp Systms Mdlng Fundmntls","547
001","36","3.431","36.1","30.6","22.2","5.6","5.6",".",".",".",".",".",".",".",".",".",".","."
"","552
001","26","2.827","15.4","19.2","19.2","23.1","15.4","7.7",".",".",".",".",".",".",".",".",".","."
"","552
002","26","3.385","30.8","26.9","34.6","3.8","3.8",".",".",".",".",".",".",".",".",".",".","."
"Intro-Computer Architecture","Course Total","52","3.106","23.1","23.1","26.9","13.5","9.6","3.8",".",".",".",".",".",".",".",".",".","."
"Computer Graphics","559
001","43","3.213","18.6","37.2","23.3","2.3","9.3",".","2.3","4.7",".",".",".",".",".",".","2.3","."
"Database Mgt Systems","564
001","101","3.358","51.5","6.9","19.8","10.9","7.9","1.0",".","2.0",".",".",".",".",".",".",".","."
"April 01, 2013","","","","","","","","","","","","","","","","","","Page 183 of 382",""
