"","999
033","1","***","","","","","","","","","",".",".",".",".",".",".","."
"","999
041","1","***","","","","","","","","","",".",".",".",".",".",".","."
"","999
099","1","***","","","","","","","","","",".",".",".",".",".",".","."
"Independent Work","Course Total","9","3.893","44.4","11.1",".",".",".",".",".","11.1",".",".",".",".","22.2",".","11.1","."
"POLI SCI
778","Dept. Total","3859","3.207","24.0","29.4","23.5","10.8","6.9","1.1","1.1","1.2","0.1","0.1","0.0","0.9","0.2","0.5","0.0","0.2"
"Summary by Level","","#","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","P","I","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","",""
"778
POLI SCI","","","","","","","","","","","","","","","","","","",""
"Freshmen","","718","3.033","18.8","23.7","26.9","16.0","11.1","1.4","1.7",".",".",".",".",".","0.1","0.3",".","."
"Sophomore","","856","3.103","22.0","25.1","25.6","12.9","11.4","1.4","1.1",".",".",".","0.1",".",".","0.5",".","."
"Junior","","1029","3.280","23.3","36.3","22.6","10.4","4.1","1.0","0.8","0.4",".","0.3",".",".",".","0.8",".","."
"Senior","","1021","3.290","25.4","33.0","24.4","8.0","4.3","0.7","1.2","1.1",".","0.2",".","0.2","0.2","0.6",".","0.8"
"Undergraduates","","3624","3.191","22.7","30.2","24.7","11.4","7.3","1.1","1.1","0.4",".","0.1","0.0","0.1","0.1","0.6",".","0.2"
"Special","","30","3.084","30.0","13.3","20.0","6.7",".","6.7","3.3","20.0",".",".",".",".",".",".",".","."
"Graduate","","203","3.797","46.3","16.7","2.5","0.5","1.0",".",".","12.8","1.0",".",".","15.8","3.0",".","0.5","."
"Prof Yr 2","","1","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"Prof Yr 3","","1","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"Professionals","","2","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","Dept. Total","3859","3.207","24.0","29.4","23.5","10.8","6.9","1.1","1.1","1.2","0.1","0.1","0.0","0.9","0.2","0.5","0.0","0.2"
