"NAVAL SCIENCE","Section","#","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","P","I","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","",""
"672
NAV SCI","","","","","","","","","","","","","","","","","","",""
"Intro to Naval Science","101
001","20","3.225","25.0","10.0","50.0","15.0",".",".",".",".",".",".",".",".",".",".",".","."
"Intro Naval Lab I","175
001","27","3.833","70.4","25.9","3.7",".",".",".",".",".",".",".",".",".",".",".",".","."
"Naval Leadership&Management","201
001","10","3.350","10.0","50.0","40.0",".",".",".",".",".",".",".",".",".",".",".",".","."
"Elementary Naval Lab I","275
001","11","3.864","81.8","9.1","9.1",".",".",".",".",".",".",".",".",".",".",".",".","."
"Navigation & Operations I","301
001","10","3.450","30.0","40.0","20.0","10.0",".",".",".",".",".",".",".",".",".",".",".","."
"Land Campaigns","351
001","5","***","","","","","","","","","",".",".",".",".",".",".","."
"Intermed Naval Lab I","375
001","12","3.958","91.7","8.3",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"Naval Weapons","001
401","9","3.556","33.3","44.4","22.2",".",".",".",".",".",".",".",".",".",".",".",".","."
"Advanced Naval Laboratory I","475
001","7","3.929","85.7","14.3",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"Professional Naval Lab I","575
001","3","***","","","","","","","","","",".",".",".",".",".",".","."
"NAV SCI
672","Dept. Total","114","3.533","54.4","23.7","17.5","4.4",".",".",".",".",".",".",".",".",".",".",".","."
"Summary by Level","","#","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","P","I","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","",""
"672
NAV SCI","","","","","","","","","","","","","","","","","","",""
"Freshmen","","43","3.451","48.8","20.9","23.3","7.0",".",".",".",".",".",".",".",".",".",".",".","."
"Sophomore","","24","3.602","58.3","25.0","16.7",".",".",".",".",".",".",".",".",".",".",".",".","."
"Junior","","25","3.474","52.0","24.0","20.0","4.0",".",".",".",".",".",".",".",".",".",".",".","."
"Senior","","22","3.644","63.6","27.3","4.5","4.5",".",".",".",".",".",".",".",".",".",".",".","."
"Undergraduates","","114","3.533","54.4","23.7","17.5","4.4",".",".",".",".",".",".",".",".",".",".",".","."
"","Dept. Total","114","3.533","54.4","23.7","17.5","4.4",".",".",".",".",".",".",".",".",".",".",".","."
