"L&S","","","","","","","","","","","","","","","","","","","","",""
"THEATRE AND DRAMA","Section","#","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","","P","I","","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","","","",""
"942
THEATRE","","","","","","","","","","","","","","","","","","","","",""
"THEATRE
942","Dept. Total","1130","3.575","54.5","22.1","10.9","4.2","3.1","0.8","0.7","2.1","0.1",".","",".","0.8","",".","0.3","0.2","0.3"
"Summary by Level","","#","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","","P","I","","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","","","",""
"942
THEATRE","","","","","","","","","","","","","","","","","","","","",""
"Freshmen","","117","3.371","53.0","20.5","6.0","5.1","7.7","3.4","2.6",".",".",".","",".",".","",".",".",".","1.7"
"Sophomore","","308","3.565","51.3","26.0","13.6","5.5","3.6",".",".",".",".",".","",".",".","",".",".",".","."
"Junior","","277","3.542","54.2","23.5","11.9","4.7","2.9",".","1.8",".",".",".","",".",".","",".","1.1",".","."
"Senior","","242","3.583","53.7","21.5","14.9","4.1","2.5","0.8",".","1.2",".",".","",".","0.4","",".",".","0.4","0.4"
"Undergraduates","","944","3.539","53.0","23.4","12.5","4.9","3.6","0.6","0.8","0.3",".",".","",".","0.1","",".","0.3","0.1","0.3"
"Special","","12","2.773","33.3","16.7",".","8.3","8.3","25.0",".","8.3",".",".","",".",".","",".",".",".","."
"Graduate","","174","3.863","64.4","15.5","2.9",".",".",".",".","11.5","0.6",".","",".","4.6","",".",".","0.6","."
"","Dept. Total","1130","3.575","54.5","22.1","10.9","4.2","3.1","0.8","0.7","2.1","0.1",".","",".","0.8","",".","0.3","0.2","0.3"
