"MUSIC","Section","#","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","P","I","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","",""
"660
MUSIC","","","","","","","","","","","","","","","","","","",""
"","267
003","10","3.900","90.0",".","10.0",".",".",".",".",".",".",".",".",".",".",".",".","."
"","267
004","17","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","267
005","2","***","","","","","","","","","",".",".",".",".",".",".","."
"","267
007","2","***","","","","","","","","","",".",".",".",".",".",".","."
"Ensemble-Brass","Course Total","47","3.946","91.5","2.1","4.3",".",".",".",".",".",".",".",".",".",".",".","2.1","."
"Ensemble-Percussion","268
001","11","3.727","81.8",".","9.1",".","9.1",".",".",".",".",".",".",".",".",".",".","."
"","269
001","30","3.967","93.3","6.7",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","269
003","2","***","","","","","","","","","",".",".",".",".",".",".","."
"","269
005","4","***","","","","","","","","","",".",".",".",".",".",".","."
"Ensemble-String","Course Total","36","3.972","94.4","5.6",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"Ensemble-Guitar","270
001","5","***","","","","","","","","","",".",".",".",".",".",".","."
"","271
101","18","2.889","11.1","27.8","16.7","27.8","11.1","5.6",".",".",".",".",".",".",".",".",".","."
"","271
102","16","3.469","25.0","43.8","31.3",".",".",".",".",".",".",".",".",".",".",".",".","."
"","103
271","19","3.447","47.4","26.3","10.5","10.5",".","5.3",".",".",".",".",".",".",".",".",".","."
"","104
271","18","3.444","33.3","38.9","11.1","16.7",".",".",".",".",".",".",".",".",".",".",".","."
"Musica Pract:Aural Skills 3","Course Total","71","3.310","29.6","33.8","16.9","14.1","2.8","2.8",".",".",".",".",".",".",".",".",".","."
"Contemp Chamber Ensemble","273
001","8","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"Black Mus(1920-Pres)-Trumpt","310
001","45","3.478","37.8","33.3","20.0","4.4","4.4",".",".",".",".",".",".",".",".",".",".","."
"Jazz Improvisation","331
001","13","3.955","76.9","7.7",".",".",".",".",".","15.4",".",".",".",".",".",".",".","."
"","340
001","2","***","","","","","","","","","",".",".",".",".",".",".","."
"","340
004","1","***","","","","","","","","","",".",".",".",".",".",".","."
"Pedagogy","Course Total","3","***","","","","","","","","","","","","","","","",""
"","345
001","5","***","","","","","","","","","",".",".",".",".",".",".","."
"","345
002","1","***","","","","","","","","","",".",".",".",".",".",".","."
"Practicum-String Pedagogy","Course Total","6","3.583","50.0","16.7","33.3",".",".",".",".",".",".",".",".",".",".",".",".","."
"","361
001","12","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","361
002","15","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","361
003","4","***","","","","","","","","","",".",".",".",".",".",".","."
"","361
004","4","***","","","","","","","","","",".",".",".",".",".",".","."
"Non-Western Music Performnc","Course Total","35","3.986","97.1","2.9",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","40
001","47","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","002
40","56","3.982","98.2",".","1.8",".",".",".",".",".",".",".",".",".",".",".",".","."
"Wind Ensemble","Course Total","103","3.990","99.0",".","1.0",".",".",".",".",".",".",".",".",".",".",".",".","."
"Musical Cultures-World","401
001","8","3.500","50.0",".","50.0",".",".",".",".",".",".",".",".",".",".",".",".","."
"","41
001","96","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","41
002","86","3.983","96.5","3.5",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","41
003","99","3.990","98.0","2.0",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"Bands","Course Total","281","3.991","98.2","1.8",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"Survey Music-Baroque Era","413
001","25","3.340","44.0","12.0","36.0",".","4.0",".","4.0",".",".",".",".",".",".",".",".","."
"Survey Music-Classic Era","414
001","27","3.365","37.0","11.1","37.0","7.4","3.7",".",".",".",".",".",".",".",".",".","3.7","."
"Varsity Band","42
001","308","3.998","98.7","0.3",".",".",".",".",".",".",".",".",".",".",".",".","0.6","0.3"
"Collegium Musicum","461
001","2","***","","","","","","","","","",".",".",".",".",".",".","."
"","497
001","11","3.545","72.7","9.1",".","9.1",".","9.1",".",".",".",".",".",".",".",".",".","."
