"","","","","","","","","(Non-Cross Listed)","","","","","","","","","","","","","","","","",""
"L&S","","","","","","","","","","","","","","","","","","","","","","","","",""
"MUSIC-PERFORMANCE","Section","","#","Ave","A","AB","B","","BC","C","","D","","F","","S","","U","CR","N","P","I","NW","NR","Other"
"","","","Grades","GPA","","","","","","","","","","","","","","","","","","","","",""
"664
MUS PERF","","","","","","","","","","","","","","","","","","","","","","","","",""
"","505","061","3","***","","","","","","","","","","","","","","",".",".",".",".",".",".","."
"","505","062","2","***","","","","","","","","","","","","","","",".",".",".",".",".",".","."
"Masters Level-Voice","","Course Total","8","3.875","75.0","25.0","",".",".","",".","",".","",".","",".",".",".",".",".",".",".",".","."
"Masters Level-Flute","507","010","1","***","","","","","","","","","","","","","","",".",".",".",".",".",".","."
"Masters Level-Bassoon","515","032","2","***","","","","","","","","","","","","","","",".",".",".",".",".",".","."
"Masters Level-Horn","517","020","2","***","","","","","","","","","","","","","","",".",".",".",".",".",".","."
"Masters Level-Trumpet","519","063","2","***","","","","","","","","","","","","","","",".",".",".",".",".",".","."
"Masters Level-Euphonium","523","035","1","***","","","","","","","","","","","","","","",".",".",".",".",".",".","."
"Masters Level-Tuba","525","035","2","***","","","","","","","","","","","","","","",".",".",".",".",".",".","."
"Masters Level-Percussion","527","033","3","***","","","","","","","","","","","","","","",".",".",".",".",".",".","."
"","531","009","1","***","","","","","","","","","","","","","","",".",".",".",".",".",".","."
"","531","025","5","***","","","","","","","","","","","","","","",".",".",".",".",".",".","."
"","531","083","2","***","","","","","","","","","","","","","","",".",".",".",".",".",".","."
"Masters Level-Violin","","Course Total","8","4.000","100.0",".","",".",".","",".","",".","",".","",".",".",".",".",".",".",".",".","."
"","532","038","1","***","","","","","","","","","","","","","","",".",".",".",".",".",".","."
"","532","040","1","***","","","","","","","","","","","","","","",".",".",".",".",".",".","."
"Advanced Conducting","","Course Total","2","***","","","","","","","","","","","","","","","","","","","","",""
"Masters Level-Viola","533","004","1","***","","","","","","","","","","","","","","",".",".",".",".",".",".","."
"Masters Level-Cello","535","111","3","***","","","","","","","","","","","","","","",".",".",".",".",".",".","."
"Masters Level-String Bass","537","066","1","***","","","","","","","","","","","","","","",".",".",".",".",".",".","."
"Masters Level Composition","547","027","2","***","","","","","","","","","","","","","","",".",".",".",".",".",".","."
"Doctoral Level-Piano","701","029","3","***","","","","","","","","","","","","","","",".",".",".",".",".",".","."
"","705","006","2","***","","","","","","","","","","","","","","",".",".",".",".",".",".","."
"","705","062","1","***","","","","","","","","","","","","","","",".",".",".",".",".",".","."
"Doctoral Level-Voice","","Course Total","3","***","","","","","","","","","","","","","","","","","","","","",""
"Doctoral Level-Flute","707","010","1","***","","","","","","","","","","","","","","",".",".",".",".",".",".","."
"Doctoral Level-Oboe","709","059","1","***","","","","","","","","","","","","","","",".",".",".",".",".",".","."
"Doctoral Level-Clarinet","711","005","1","***","","","","","","","","","","","","","","",".",".",".",".",".",".","."
"Doctoral Level-Horn","717","020","2","***","","","","","","","","","","","","","","",".",".",".",".",".",".","."
"Doctoral Level-Violin","731","025","1","***","","","","","","","","","","","","","","",".",".",".",".",".",".","."
"","732","002","2","***","","","","","","","","","","","","","","",".",".",".",".",".",".","."
"","732","040","1","***","","","","","","","","","","","","","","",".",".",".",".",".",".","."
"Doctoral Level Conducting","","Course Total","3","***","","","","","","","","","","","","","","","","","","","","",""
"Doctoral Level-Cello","735","111","1","***","","","","","","","","","","","","","","",".",".",".",".",".",".","."
"Doctoral Level-Guitar","740","011","1","***","","","","","","","","","","","","","","",".",".",".",".",".",".","."
"","747","027","1","***","","","","","","","","","","","","","","",".",".",".",".",".",".","."
"","747","087","2","***","","","","","","","","","","","","","","",".",".",".",".",".",".","."
"Doctoral Level Composition","","Course Total","3","***","","","","","","","","","","","","","","","","","","","","",""
"Basic Guitar","76","011","4","***","","","","","","","","","","","","","","",".",".",".",".",".",".","."
"","990","025","2","***","","","","","","","","","","","","","","",".",".",".",".",".",".","."
"","990","038","1","***","","","","","","","","","","","","","","",".",".",".",".",".",".","."
"Masters Recital","","Course Total","3","***","","","","","","","","","","","","","","","","","","","","",""
"April 01, 2013","","","","","","","","","","","","","","","","","","","","","","","","Page 257 of 382",""
