"","595
001","5","***","","","","","","","","","","","","","",".",".","",".","",".","",".",".","."
"","595
002","5","***","","","","","","","","","","","","","",".",".","",".","",".","",".",".","."
"Asian Amer Women Writers","Course Total","10","3.500","20.0","60.0","20.0",".","",".","",".","",".",".","",".",".","",".","",".","",".",".",".","."
"Mass Media and Minorities","662
001","2","***","","","","","","","","","","","","","",".",".","",".","",".","",".",".","."
"ASIAN AM
184","Dept. Total","104","3.404","29.8","29.8","23.1","11.5","",".","",".","",".","1.9","",".",".","",".","",".","",".",".","3.8","."
"Summary by Level","","#","Ave","A","AB","B","BC","C","","D","","F","","S","U","","CR","N","","P","","I","","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","","","","","","","","",""
"184
ASIAN AM","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Freshmen","","29","3.270","17.2","27.6","27.6","13.8","",".","",".","",".",".","",".",".","",".","",".","",".",".","13.8","."
"Sophomore","","10","3.450","40.0","20.0","30.0","10.0","",".","",".","",".",".","",".",".","",".","",".","",".",".",".","."
"Junior","","27","3.391","29.6","29.6","25.9","11.1","",".","",".","",".","3.7","",".",".","",".","",".","",".",".",".","."
"Senior","","34","3.449","32.4","35.3","17.6","11.8","",".","",".","",".","2.9","",".",".","",".","",".","",".",".",".","."
"Undergraduates","","100","3.386","28.0","30.0","24.0","12.0","",".","",".","",".","2.0","",".",".","",".","",".","",".",".","4.0","."
"Special","","2","4.000","100.0",".",".",".","",".","",".","",".",".","",".",".","",".","",".","",".",".",".","."
"Graduate","","2","3.750","50.0","50.0",".",".","",".","",".","",".",".","",".",".","",".","",".","",".",".",".","."
"","Dept. Total","104","3.404","29.8","29.8","23.1","11.5","",".","",".","",".","1.9","",".",".","",".","",".","",".",".","3.8","."
