"","","","","","","","(Non-Cross Listed)","","","","","","","","","","","",""
"EGR","","","","","","","","","","","","","","","","","","",""
"EGR","College Total","10675","3.251","34.8","20.7","18.0","7.7","7.6","1.8","0.7","5.1","0.0","0.2",".","2.7","0.3","0.0","0.2","0.1"
"Summary by College/School","","#","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","P","I","NW","NR","Other"
"EGR","","Grades","GPA","","","","","","","","","","","","","","","",""
"Freshmen","","775","3.429","42.8","31.2","13.4","6.5","3.7","0.5","0.9",".",".",".",".",".","0.4",".",".","0.5"
"Sophomore","","927","2.947","28.8","20.7","21.1","8.1","15.0","4.2","1.5",".",".",".",".",".","0.1",".","0.1","0.3"
"Junior","","2273","3.108","29.8","21.3","22.3","11.7","11.0","2.4","1.0","0.2",".",".",".",".","0.0","0.0","0.1","0.1"
"Senior","","3816","3.190","34.5","22.0","21.0","9.6","9.5","2.0","0.9","0.2","0.0","0.1",".","0.0","0.1","0.1",".","."
"Undergraduates","","7791","3.155","33.3","22.6","20.6","9.7","10.0","2.3","1.0","0.2","0.0","0.1",".","0.0","0.1","0.0","0.1","0.1"
"Special","","189","3.171","33.3","15.9","13.2","6.9","6.3","5.3","1.6","7.9",".","3.2",".",".","3.2",".","3.2","."
"Graduate","","2818","3.639","38.3","15.0","10.3","1.8","0.7","0.1","0.0","18.2","0.1","3.7","0.1","10.3","0.9","0.0","0.3","0.0"
"Prof Yr 4","","1","",".",".",".",".",".",".",".","100.0",".",".",".",".",".",".",".","."
"Professionals","","1","",".",".",".",".",".",".",".","100.0",".",".",".",".",".",".",".","."
"","College Total","10799","3.251","34.6","20.5","17.8","7.6","7.5","1.8","0.7","5.0","0.0","1.1","0.0","2.7","0.4","0.0","0.2","0.1"
