"COMPUTER SCIENCES","Section","#","","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","P","I","NW","NR","Other"
"","","Grades","","GPA","","","","","","","","","","","","","","","",""
"266
COMP SCI","","","","","","","","","","","","","","","","","","","",""
"799","076","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"799","082","","5","***","","","","","","","","","",".",".",".",".",".",".","."
"799","097","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"799","103","","4","***","","","","","","","","","",".",".",".",".",".",".","."
"799","105","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"799","108","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"Master's Research","Course Total","","40","",".",".",".",".",".",".",".","100.0",".",".",".",".",".",".",".","."
"810
Models&Formalisms-Computatn","001","","11","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"838","001","","3","***","","","","","","","","","",".",".",".",".",".",".","."
"838","002","","11","3.300","36.4","36.4","9.1",".",".",".","9.1","9.1",".",".",".",".",".",".",".","."
"838","003","","6","3.833","66.7","33.3",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"838","004","","11","3.545","45.5","27.3","18.2","9.1",".",".",".",".",".",".",".",".",".",".",".","."
"Topics in Computing","Course Total","","31","3.567","51.6","29.0","9.7","3.2",".",".","3.2","3.2",".",".",".",".",".",".",".","."
"899","003","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"899","004","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"899","006","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"899","007","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"899","008","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"899","016","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"899","017","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"899","034","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"899","036","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"899","045","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"899","065","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"899","066","","3","***","","","","","","","","","",".",".",".",".",".",".","."
"899","067","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"899","082","","3","***","","","","","","","","","",".",".",".",".",".",".","."
"899","086","","3","***","","","","","","","","","",".",".",".",".",".",".","."
"899","087","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"899","095","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"899","097","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"899","098","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"899","099","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"899","100","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"899","103","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"899","105","","6","",".",".",".",".",".",".",".","100.0",".",".",".",".",".",".",".","."
"899","108","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"Pre-Dissertator Research","Course Total","","44","",".",".",".",".",".",".",".","100.0",".",".",".",".",".",".",".","."
"990","016","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"990","036","","3","***","","","","","","","","","",".",".",".",".",".",".","."
"990","039","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"990","061","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"990","065","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"990","066","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"990","067","","1","***","","","","","","","","","",".",".",".",".",".",".","."
