"Roots-Christian Monasticism","366
001","","7","3.380","42.9","14.3","28.6","14.3","",".",".",".","",".",".","",".",".","",".","",".","",".",".","."
"Chaucer's Canterbury Tales","367
001","","1","***","","","","","","","","","","","","",".",".","",".","",".","",".",".","."
"Survey of Medieval Lit","421
001","","2","***","","","","","","","","","","","","",".",".","",".","",".","",".",".","."
"Kalevala&Finnish Folk-Lore","444
001","","3","***","","","","","","","","","","","","",".",".","",".","",".","",".",".","."
"MEDIEVAL
633","Dept. Total","","34","3.552","50.0","17.6","20.6","2.9","",".","2.9","",".","2.9","",".",".","",".","",".","",".","2.9",".","."
"Summary by Level","","#","","Ave","A","AB","B","BC","C","","D","F","","S","U","","CR","N","","P","","I","","NW","NR","Other"
"","","Grades","","GPA","","","","","","","","","","","","","","","","","","","","","",""
"633
MEDIEVAL","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Sophomore","","","1","4.000","100.0",".",".",".","",".",".","",".",".","",".",".","",".","",".","",".",".",".","."
"Junior","","","11","3.410","36.4","18.2","36.4","9.1","",".",".","",".",".","",".",".","",".","",".","",".",".",".","."
"Senior","","","18","3.520","44.4","22.2","16.7",".","",".","5.6","",".","5.6","",".",".","",".","",".","",".","5.6",".","."
"Undergraduates","","","30","3.495","43.3","20.0","23.3","3.3","",".","3.3","",".","3.3","",".",".","",".","",".","",".","3.3",".","."
"Graduate","","","4","4.000","100.0",".",".",".","",".",".","",".",".","",".",".","",".","",".","",".",".",".","."
"","Dept. Total","","34","3.552","50.0","17.6","20.6","2.9","",".","2.9","",".","2.9","",".",".","",".","",".","",".","2.9",".","."
