"ART DEPARTMENT","Section","#","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","P","I","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","",""
"168
ART","","","","","","","","","","","","","","","","","","",""
"","102
001","22","3.455","45.5","36.4","4.5",".","9.1","4.5",".",".",".",".",".",".",".",".",".","."
"","102
002","23","3.587","30.4","60.9","4.3","4.3",".",".",".",".",".",".",".",".",".",".",".","."
"","003
102","22","3.205","18.2","50.0","13.6","9.1","4.5",".","4.5",".",".",".",".",".",".",".",".","."
"","004
102","23","3.543","52.2","26.1","4.3","13.0","4.3",".",".",".",".",".",".",".",".",".",".","."
"","102
005","23","3.435","34.8","34.8","17.4","8.7","4.3",".",".",".",".",".",".",".",".",".",".","."
"","102
006","19","3.553","47.4","26.3","15.8","10.5",".",".",".",".",".",".",".",".",".",".",".","."
"","102
007","18","3.250","50.0",".","22.2","16.7","5.6","5.6",".",".",".",".",".",".",".",".",".","."
"Two-Dimensional Design","Course Total","150","3.437","39.3","34.7","11.3","8.7","4.0","1.3","0.7",".",".",".",".",".",".",".",".","."
"","104
001","23","3.273","17.4","47.8","21.7","4.3",".",".","4.3",".",".",".",".",".",".","4.3",".","."
"","104
002","20","3.275","20.0","40.0","30.0","5.0",".","5.0",".",".",".",".",".",".",".",".",".","."
"","104
003","13","3.038","7.7","38.5","46.2",".",".",".","7.7",".",".",".",".",".",".",".",".","."
"","104
004","23","3.435","17.4","56.5","21.7","4.3",".",".",".",".",".",".",".",".",".",".",".","."
"Three-Dimensional Design","Course Total","79","3.282","16.5","46.8","27.8","3.8",".","1.3","2.5",".",".",".",".",".",".","1.3",".","."
"Foundations of Contemp Art","108
001","187","3.379","47.6","15.5","24.6","2.1","4.8","2.7","2.1",".",".",".",".",".",".",".","0.5","."
"","112
001","26","3.380","23.1","38.5","26.9","3.8","3.8",".",".","3.8",".",".",".",".",".",".",".","."
"","002
112","22","3.452","40.9","13.6","31.8","9.1",".",".",".","4.5",".",".",".",".",".",".",".","."
"","112
003","24","3.750","50.0","50.0",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","112
004","25","3.458","36.0","28.0","24.0","4.0","4.0",".",".","4.0",".",".",".",".",".",".",".","."
"","005
112","23","3.457","52.2","8.7","26.1","4.3","8.7",".",".",".",".",".",".",".",".",".",".","."
"","006
112","24","3.125","33.3","8.3","29.2","8.3","20.8",".",".",".",".",".",".",".",".",".",".","."
"","112
007","23","3.435","34.8","26.1","30.4","8.7",".",".",".",".",".",".",".",".",".",".",".","."
"","112
008","21","3.550","47.6","19.0","23.8",".","4.8",".",".","4.8",".",".",".",".",".",".",".","."
"Drawing I","Course Total","188","3.448","39.4","24.5","23.9","4.8","5.3",".",".","2.1",".",".",".",".",".",".",".","."
"","212
001","16","3.375","25.0","37.5","25.0","12.5",".",".",".",".",".",".",".",".",".",".",".","."
"","212
002","25","3.380","16.0","52.0","24.0","8.0",".",".",".",".",".",".",".",".",".",".",".","."
"","212
003","19","3.553","21.1","68.4","10.5",".",".",".",".",".",".",".",".",".",".",".",".","."
"","212
004","25","3.400","12.0","60.0","24.0","4.0",".",".",".",".",".",".",".",".",".",".",".","."
"Drawing II","Course Total","85","3.424","17.6","55.3","21.2","5.9",".",".",".",".",".",".",".",".",".",".",".","."
"","001
214","15","3.600","33.3","53.3","13.3",".",".",".",".",".",".",".",".",".",".",".",".","."
"","002
214","17","3.618","41.2","41.2","17.6",".",".",".",".",".",".",".",".",".",".",".",".","."
"","214
003","14","3.250","21.4","35.7","21.4","14.3","7.1",".",".",".",".",".",".",".",".",".",".","."
"Sculpture I","Course Total","46","3.500","32.6","43.5","17.4","4.3","2.2",".",".",".",".",".",".",".",".",".",".","."
"","222
001","26","3.712","61.5","23.1","11.5","3.8",".",".",".",".",".",".",".",".",".",".",".","."
"","222
002","17","3.765","82.4",".","11.8",".","5.9",".",".",".",".",".",".",".",".",".",".","."
"","003
222","15","3.367","33.3","33.3","13.3","13.3","6.7",".",".",".",".",".",".",".",".",".",".","."
"Introduction to Painting","Course Total","58","3.638","60.3","19.0","12.1","5.2","3.4",".",".",".",".",".",".",".",".",".",".","."
"","224
001","22","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","224
002","22","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","224
003","18","3.667","44.4","44.4","11.1",".",".",".",".",".",".",".",".",".",".",".",".","."
"Ceramics I","Course Total","62","3.903","83.9","12.9","3.2",".",".",".",".",".",".",".",".",".",".",".",".","."
"","001
232","15","3.110","13.3","26.7","40.0","13.3","6.7",".",".",".",".",".",".",".",".",".",".","."
"","232
002","10","3.200","30.0","10.0","30.0","30.0",".",".",".",".",".",".",".",".",".",".",".","."
"","232
003","18","3.556","27.8","61.1","5.6","5.6",".",".",".",".",".",".",".",".",".",".",".","."
"","232
004","19","3.421","52.6","15.8","21.1","5.3",".",".","5.3",".",".",".",".",".",".",".",".","."
"Life Drawing I","Course Total","62","3.354","32.3","30.6","22.6","11.3","1.6",".","1.6",".",".",".",".",".",".",".",".","."
