"","","","","","","","(Non-Cross Listed)","","","","","","","","","","","","","",""
"VET","","","","","","","","","","","","","","","","","","","","",""
"VET","College Total","2358","3.328","25.7","17.6","17.1","3.6","2.8","0.4","0.2","29.0","",".",".",".","3.5","",".",".","0.0","."
"Summary by College/School","","#","Ave","A","AB","B","BC","C","D","F","S","U","","CR","N","P","I","","NW","NR","Other"
"VET","","Grades","GPA","","","","","","","","","","","","","","","","","",""
"Freshmen","","42","3.750","66.7","21.4","9.5",".","2.4",".",".",".","",".",".",".",".","",".",".",".","."
"Sophomore","","19","3.625","68.4","15.8","5.3","5.3",".",".","5.3",".","",".",".",".",".","",".",".",".","."
"Junior","","16","3.145","43.8","18.8","25.0",".","6.3","6.3",".",".","",".",".",".",".","",".",".",".","."
"Senior","","21","3.098","28.6","23.8","28.6","4.8","9.5",".","4.8",".","",".",".",".",".","",".",".",".","."
"Undergraduates","","98","3.369","55.1","20.4","15.3","2.0","4.1","1.0","2.0",".","",".",".",".",".","",".",".",".","."
"Special","","20","4.000","20.0",".",".",".",".",".",".","75.0","",".",".",".",".","",".",".","5.0","."
"Graduate","","85","3.647","16.5","3.5","4.7","1.2",".",".",".","64.7","",".",".",".","9.4","",".",".",".","."
"Prof Yr 1","","465","3.190","25.4","22.8","24.5","8.2","4.7","0.9","0.6","12.7","",".",".",".","0.2","",".",".",".","."
"Prof Yr 2","","555","3.426","25.2","28.6","21.6","4.0","3.6","0.2",".","2.7","",".",".",".","14.1","",".",".",".","."
"Prof Yr 3","","666","3.212","17.6","19.1","22.5","3.5","3.2",".",".","23.3","",".",".",".","11.0","",".",".",".","."
"Prof Yr 4","","620","3.943","25.5",".",".",".",".","0.5",".","74.0","",".",".",".",".","",".",".",".","."
"Professionals","","2306","3.322","23.1","17.0","16.7","3.6","2.7","0.3","0.1","29.8","",".",".",".","6.6","",".",".",".","."
"","College Total","2509","3.328","24.1","16.5","16.1","3.4","2.7","0.4","0.2","30.2","",".",".",".","6.4","",".",".","0.0","."
