"","990
003","1","***","","","","","","","","","",".",".",".",".",".",".","."
"","990
004","2","***","","","","","","","","","",".",".",".",".",".",".","."
"","990
005","3","***","","","","","","","","","",".",".",".",".",".",".","."
"Individual Research","Course Total","7","",".",".",".",".",".",".",".","85.7",".",".",".","14.3",".",".",".","."
"ITALIAN
508","Dept. Total","650","3.294","34.6","21.7","21.2","7.7","6.9","2.0","0.6","4.6",".",".",".","0.2","0.2",".","0.3","."
"Summary by Level","","#","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","P","I","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","",""
"508
ITALIAN","","","","","","","","","","","","","","","","","","",""
"Freshmen","","105","3.129","20.0","22.9","34.3","12.4","8.6","1.9",".",".",".",".",".",".",".",".",".","."
"Sophomore","","174","3.176","31.0","19.5","24.1","10.9","8.0","4.0","0.6","1.7",".",".",".",".",".",".",".","."
"Junior","","142","3.286","28.9","29.6","21.8","6.3","8.5","2.1",".","2.8",".",".",".",".",".",".",".","."
"Senior","","148","3.365","41.9","20.3","16.9","6.1","6.8","0.7","2.0","5.4",".",".",".",".",".",".",".","."
"Undergraduates","","569","3.241","31.3","22.8","23.6","8.8","7.9","2.3","0.7","2.6",".",".",".",".",".",".",".","."
"Special","","22","3.797","59.1","27.3","4.5",".",".",".",".","9.1",".",".",".",".",".",".",".","."
"Graduate","","55","3.879","61.8","9.1","3.6",".",".",".",".","18.2",".",".",".","1.8","1.8",".","3.6","."
"Prof Yr 3","","4","3.000",".",".","25.0",".",".",".",".","75.0",".",".",".",".",".",".",".","."
"Professionals","","4","3.000",".",".","25.0",".",".",".",".","75.0",".",".",".",".",".",".",".","."
"","Dept. Total","650","3.294","34.6","21.7","21.2","7.7","6.9","2.0","0.6","4.6",".",".",".","0.2","0.2",".","0.3","."
